,0
0,4
1,45
2,50
3,122
4,128
5,129
6,133
7,149
8,157
9,159
10,188
11,203
12,204
13,208
14,233
15,245
16,247
17,273
18,299
19,300
20,304
21,311
22,318
23,338
24,354
25,357
26,363
27,373
28,436
29,446
30,450
31,460
32,463
33,484
34,487
35,489
36,491
37,495
38,503
39,512
40,519
41,522
42,523
43,531
44,533
45,538
46,552
47,556
48,559
49,568
50,581
51,600
52,602
53,604
54,608
55,611
56,624
57,643
58,649
59,666
60,672
61,687
62,690
63,694
64,701
65,704
66,710
67,717
68,721
69,723
70,728
71,733
72,743
73,744
74,745
75,746
76,747
77,763
78,765
79,767
80,769
81,782
82,786
83,790
84,792
85,793
86,802
87,803
88,806
89,817
90,818
91,820
92,823
93,826
94,827
95,828
96,830
97,844
98,846
99,850
100,852
101,853
102,854
103,860
104,868
105,870
106,872
107,879
108,883
109,884
110,886
111,889
112,895
113,899
114,903
115,904
116,910
117,913
118,915
119,918
120,920
121,922
122,926
123,927
124,928
125,933
126,934
127,935
128,938
129,939
130,944
131,947
132,948
133,952
134,954
135,956
136,957
137,960
138,964
139,966
140,969
141,972
142,976
143,978
144,982
145,983
146,984
147,987
148,988
149,989
150,993
151,994
152,997
153,1002
154,1004
155,1005
156,1007
157,1014
158,1016
159,1017
160,1021
161,1024
162,1026
163,1027
164,1028
165,1029
166,1031
167,1032
168,1033
169,1034
170,1035
171,1042
172,1046
173,1047
174,1048
175,1051
176,1054
177,1055
178,1058
179,1059
180,1060
181,1064
182,1067
183,1070
184,1071
185,1075
186,1076
187,1078
188,1079
189,1080
190,1082
191,1083
192,1085
193,1086
194,1087
195,1088
196,1089
197,1090
198,1091
199,1094
200,1098
201,1103
202,1106
203,1107
204,1108
205,1109
206,1111
207,1113
208,1116
209,1118
210,1119
211,1122
212,1123
213,1124
214,1125
215,1126
216,1128
217,1130
218,1131
219,1132
220,1136
221,1137
222,1138
223,1140
224,1141
225,1143
226,1144
227,1145
228,1148
229,1149
230,1150
231,1152
232,1153
233,1156
234,1157
235,1158
236,1159
237,1160
238,1161
239,1162
240,1163
241,1164
242,1165
243,1166
244,1168
245,1169
246,1171
247,1173
248,1174
249,1175
250,1176
251,1177
252,1178
253,1179
254,1182
255,1183
256,1184
257,1186
258,1187
259,1190
260,1191
261,1192
262,1193
263,1194
264,1195
265,1196
266,1198
267,1200
268,1202
269,1204
270,1205
271,1206
272,1207
273,1208
274,1209
275,1210
276,1211
277,1212
278,1213
279,1214
280,1215
281,1216
282,1217
283,1218
284,1219
285,1220
286,1221
287,1222
288,1223
289,1225
290,1226
291,1227
292,1228
293,1229
294,1231
295,1232
296,1233
297,1234
298,1235
299,1237
300,1238
301,1239
302,1241
303,1242
304,1243
305,1244
306,1245
307,1246
308,1247
309,1249
310,1250
311,1251
312,1252
313,1253
314,1255
315,1256
316,1257
317,1258
318,1259
319,1260
320,1261
321,1262
322,1263
323,1264
324,1265
325,1266
326,1267
327,1268
328,1269
329,1270
330,1271
331,1272
332,1273
333,1274
334,1275
335,1276
336,1278
337,1279
338,1280
339,1281
340,1282
341,1283
342,1284
343,1285
344,1286
345,1287
346,1289
347,1290
348,1291
349,1292
350,1293
351,1295
352,1296
353,1297
354,1298
355,1299
356,1300
357,1301
358,1302
359,1303
360,1304
361,1306
362,1307
363,1308
364,1309
365,1310
366,1312
367,1313
368,1314
369,1315
370,1316
371,1317
372,1318
373,1319
