,0
0,0
1,25
2,89
3,91
4,100
5,124
6,141
7,155
8,158
9,201
10,243
11,262
12,271
13,324
14,336
15,348
16,362
17,386
18,391
19,409
20,432
21,439
22,442
23,453
24,454
25,459
26,482
27,492
28,508
29,518
30,524
31,526
32,527
33,529
34,531
35,535
36,548
37,566
38,569
39,573
40,578
41,579
42,590
43,599
44,603
45,604
46,620
47,623
48,636
49,646
50,648
51,663
52,668
53,679
54,695
55,699
56,704
57,711
58,712
59,714
60,715
61,724
62,727
63,730
64,731
65,732
66,734
67,735
68,737
69,738
70,739
71,747
72,755
73,764
74,767
75,777
76,779
77,780
78,781
79,782
80,786
81,788
82,789
83,791
84,799
85,800
86,802
87,805
88,807
89,809
90,811
91,815
92,818
93,826
94,837
95,839
96,842
97,843
98,845
99,848
100,855
101,861
102,865
103,866
104,870
105,874
106,878
107,879
108,880
109,882
110,883
111,888
112,894
113,895
114,897
115,901
116,902
117,905
118,910
119,911
120,914
121,916
122,917
123,921
124,927
125,928
126,932
127,933
128,935
129,936
130,938
131,942
132,947
133,948
134,955
135,956
136,957
137,959
138,960
139,962
140,965
141,969
142,971
143,972
144,975
145,976
146,978
147,981
148,983
149,987
150,988
151,991
152,993
153,994
154,997
155,999
156,1002
157,1003
158,1005
159,1006
160,1007
161,1008
162,1010
163,1013
164,1014
165,1015
166,1017
167,1019
168,1022
169,1023
170,1024
171,1025
172,1027
173,1031
174,1033
175,1034
176,1037
177,1045
178,1048
179,1049
180,1050
181,1052
182,1056
183,1057
184,1058
185,1059
186,1060
187,1061
188,1062
189,1064
190,1065
191,1068
192,1069
193,1071
194,1073
195,1074
196,1076
197,1077
198,1078
199,1082
200,1083
201,1085
202,1087
203,1088
204,1090
205,1092
206,1093
207,1094
208,1095
209,1097
210,1099
211,1104
212,1105
213,1106
214,1108
215,1109
216,1111
217,1112
218,1113
219,1114
220,1116
221,1117
222,1119
223,1121
224,1122
225,1123
226,1124
227,1125
228,1126
229,1129
230,1130
231,1131
232,1132
233,1133
234,1135
235,1136
236,1139
237,1140
238,1141
239,1144
240,1146
241,1148
242,1149
243,1152
244,1153
245,1155
246,1159
247,1160
248,1162
249,1163
250,1164
251,1168
252,1169
253,1170
254,1171
255,1172
256,1173
257,1174
258,1176
259,1177
260,1178
261,1180
262,1181
263,1183
264,1188
265,1189
266,1190
267,1192
268,1193
269,1195
270,1196
271,1197
272,1198
273,1203
274,1204
275,1205
276,1206
277,1207
278,1208
279,1209
280,1210
281,1211
282,1213
283,1214
284,1215
285,1217
286,1219
287,1220
288,1221
289,1222
290,1223
291,1224
292,1225
293,1226
294,1227
295,1228
296,1229
297,1230
298,1231
299,1232
300,1233
301,1234
302,1235
303,1238
304,1239
305,1240
306,1241
307,1243
308,1245
309,1247
310,1248
311,1249
312,1250
313,1251
314,1252
315,1253
316,1254
317,1255
318,1257
319,1258
320,1259
321,1260
322,1261
323,1262
324,1263
325,1264
326,1265
327,1266
328,1267
329,1268
330,1270
331,1271
332,1272
333,1273
334,1274
335,1275
336,1276
337,1277
338,1278
339,1279
340,1280
341,1281
342,1282
343,1283
344,1284
345,1285
346,1286
347,1287
348,1288
349,1289
350,1290
351,1291
352,1292
353,1293
354,1294
355,1295
356,1297
357,1298
358,1299
359,1300
360,1301
361,1302
362,1303
363,1304
364,1305
365,1306
366,1307
367,1308
368,1309
369,1310
370,1311
371,1312
372,1313
373,1314
374,1315
375,1316
376,1317
377,1318
