,0
0,78
1,90
2,96
3,106
4,112
5,121
6,165
7,173
8,192
9,216
10,256
11,261
12,276
13,289
14,292
15,310
16,329
17,335
18,337
19,344
20,383
21,394
22,400
23,407
24,413
25,419
26,420
27,442
28,448
29,464
30,470
31,484
32,502
33,505
34,512
35,541
36,546
37,552
38,557
39,562
40,565
41,568
42,579
43,581
44,596
45,604
46,608
47,616
48,636
49,639
50,642
51,645
52,646
53,662
54,663
55,664
56,671
57,676
58,684
59,691
60,692
61,695
62,704
63,716
64,719
65,725
66,726
67,728
68,729
69,731
70,733
71,738
72,744
73,749
74,753
75,758
76,760
77,766
78,767
79,768
80,776
81,781
82,783
83,788
84,790
85,792
86,793
87,799
88,800
89,804
90,809
91,810
92,824
93,831
94,834
95,838
96,839
97,849
98,850
99,868
100,875
101,876
102,882
103,885
104,887
105,892
106,894
107,896
108,897
109,903
110,905
111,907
112,908
113,911
114,912
115,915
116,917
117,920
118,921
119,923
120,932
121,933
122,936
123,937
124,938
125,942
126,945
127,946
128,947
129,948
130,949
131,951
132,958
133,959
134,961
135,962
136,963
137,964
138,969
139,970
140,971
141,972
142,977
143,978
144,979
145,982
146,983
147,984
148,985
149,986
150,991
151,992
152,993
153,999
154,1001
155,1006
156,1011
157,1020
158,1022
159,1025
160,1028
161,1029
162,1032
163,1033
164,1034
165,1036
166,1040
167,1041
168,1042
169,1044
170,1050
171,1051
172,1057
173,1061
174,1062
175,1063
176,1065
177,1066
178,1067
179,1069
180,1073
181,1080
182,1082
183,1083
184,1084
185,1085
186,1086
187,1092
188,1093
189,1094
190,1098
191,1099
192,1100
193,1101
194,1104
195,1107
196,1108
197,1109
198,1115
199,1116
200,1118
201,1120
202,1121
203,1123
204,1128
205,1129
206,1130
207,1132
208,1133
209,1134
210,1135
211,1137
212,1138
213,1140
214,1141
215,1143
216,1146
217,1150
218,1151
219,1152
220,1154
221,1155
222,1158
223,1161
224,1162
225,1167
226,1169
227,1172
228,1175
229,1177
230,1178
231,1179
232,1180
233,1184
234,1186
235,1189
236,1190
237,1191
238,1193
239,1196
240,1199
241,1200
242,1201
243,1202
244,1204
245,1210
246,1211
247,1213
248,1215
249,1216
250,1217
251,1218
252,1220
253,1221
254,1222
255,1223
256,1224
257,1225
258,1226
259,1227
260,1230
261,1231
262,1232
263,1233
264,1236
265,1238
266,1239
267,1241
268,1242
269,1243
270,1244
271,1245
272,1246
273,1247
274,1248
275,1250
276,1251
277,1253
278,1254
279,1256
280,1257
281,1258
282,1261
283,1262
284,1263
285,1264
286,1265
287,1266
288,1268
289,1269
290,1270
291,1271
292,1272
293,1273
294,1274
295,1275
296,1276
297,1277
298,1278
299,1279
300,1280
301,1281
302,1282
303,1283
304,1284
305,1285
306,1286
307,1287
308,1288
309,1289
310,1290
311,1291
312,1292
313,1293
314,1294
315,1295
316,1296
317,1297
318,1299
319,1300
320,1301
321,1303
322,1304
323,1306
324,1308
325,1309
326,1310
327,1311
328,1313
329,1314
330,1315
331,1316
332,1317
333,1318
334,1319
335,1320
336,1322
337,1323
338,1324
339,1325
340,1326
341,1327
342,1328
343,1329
344,1330
345,1331
346,1332
347,1333
348,1334
349,1335
350,1336
351,1337
352,1338
353,1340
354,1341
355,1342
356,1343
357,1344
358,1345
359,1346
360,1347
361,1348
362,1349
363,1350
364,1351
365,1352
366,1353
367,1354
368,1355
369,1357
370,1358
371,1359
372,1360
373,1361
374,1362
375,1363
376,1364
377,1365
378,1366
379,1367
380,1368
381,1369
382,1370
383,1371
