,0
0,112
1,177
2,208
3,222
4,239
5,254
6,255
7,260
8,271
9,272
10,275
11,280
12,282
13,287
14,289
15,302
16,303
17,305
18,338
19,359
20,362
21,380
22,388
23,392
24,400
25,404
26,420
27,429
28,431
29,433
30,434
31,444
32,453
33,454
34,475
35,486
36,490
37,497
38,498
39,501
40,506
41,515
42,522
43,530
44,532
45,540
46,543
47,547
48,572
49,578
50,583
51,598
52,601
53,612
54,627
55,634
56,643
57,652
58,655
59,664
60,668
61,671
62,678
63,682
64,688
65,693
66,700
67,703
68,704
69,706
70,707
71,709
72,712
73,718
74,719
75,728
76,731
77,733
78,734
79,736
80,739
81,743
82,749
83,754
84,759
85,764
86,768
87,771
88,772
89,776
90,787
91,793
92,794
93,799
94,804
95,809
96,812
97,813
98,816
99,822
100,823
101,832
102,839
103,840
104,843
105,848
106,852
107,855
108,857
109,858
110,861
111,862
112,865
113,867
114,869
115,870
116,874
117,875
118,880
119,885
120,886
121,890
122,894
123,901
124,903
125,904
126,905
127,906
128,911
129,912
130,914
131,917
132,918
133,919
134,920
135,921
136,922
137,923
138,926
139,928
140,930
141,931
142,934
143,936
144,939
145,945
146,946
147,947
148,948
149,949
150,951
151,960
152,962
153,963
154,964
155,967
156,968
157,969
158,970
159,971
160,972
161,973
162,974
163,976
164,978
165,979
166,982
167,983
168,986
169,988
170,989
171,990
172,995
173,996
174,998
175,1000
176,1003
177,1004
178,1006
179,1007
180,1008
181,1009
182,1010
183,1013
184,1014
185,1015
186,1016
187,1018
188,1020
189,1023
190,1025
191,1026
192,1029
193,1033
194,1035
195,1036
196,1039
197,1040
198,1043
199,1044
200,1046
201,1048
202,1050
203,1053
204,1054
205,1055
206,1057
207,1062
208,1063
209,1064
210,1065
211,1067
212,1070
213,1071
214,1072
215,1075
216,1077
217,1079
218,1080
219,1082
220,1085
221,1086
222,1088
223,1089
224,1092
225,1094
226,1095
227,1096
228,1097
229,1101
230,1102
231,1104
232,1105
233,1106
234,1108
235,1109
236,1110
237,1112
238,1115
239,1116
240,1118
241,1119
242,1120
243,1122
244,1124
245,1125
246,1126
247,1127
248,1128
249,1129
250,1131
251,1132
252,1138
253,1139
254,1141
255,1142
256,1143
257,1144
258,1145
259,1147
260,1148
261,1149
262,1150
263,1151
264,1152
265,1153
266,1154
267,1155
268,1156
269,1157
270,1159
271,1160
272,1161
273,1162
274,1163
275,1164
276,1165
277,1166
278,1167
279,1169
280,1170
281,1171
282,1172
283,1173
284,1175
285,1176
286,1177
287,1179
288,1180
289,1181
290,1183
291,1184
292,1185
293,1186
294,1188
295,1190
296,1192
297,1194
298,1195
299,1196
300,1197
301,1198
302,1199
303,1200
304,1201
305,1202
306,1203
307,1204
308,1205
309,1206
310,1207
311,1208
312,1209
313,1210
314,1211
315,1212
316,1213
317,1214
318,1215
319,1217
320,1218
321,1219
322,1220
323,1221
324,1222
325,1223
326,1224
327,1225
328,1226
329,1227
330,1228
331,1229
332,1230
333,1232
334,1233
335,1234
336,1235
337,1236
338,1237
339,1238
340,1239
341,1240
342,1241
343,1242
344,1243
345,1244
346,1245
347,1246
348,1247
349,1248
350,1249
351,1250
352,1251
353,1252
354,1253
355,1254
356,1255
357,1257
358,1258
359,1259
