,0
0,85
1,125
2,132
3,138
4,241
5,257
6,292
7,313
8,330
9,334
10,335
11,339
12,348
13,355
14,356
15,358
16,366
17,382
18,383
19,384
20,388
21,390
22,402
23,408
24,428
25,440
26,456
27,461
28,467
29,468
30,475
31,480
32,484
33,491
34,496
35,499
36,514
37,519
38,520
39,521
40,531
41,537
42,538
43,545
44,549
45,555
46,557
47,565
48,579
49,580
50,590
51,600
52,601
53,608
54,621
55,626
56,628
57,630
58,631
59,635
60,651
61,652
62,655
63,656
64,659
65,671
66,684
67,689
68,693
69,696
70,697
71,699
72,713
73,717
74,721
75,724
76,725
77,726
78,728
79,731
80,732
81,733
82,734
83,735
84,736
85,744
86,757
87,759
88,760
89,761
90,764
91,767
92,770
93,771
94,772
95,773
96,774
97,778
98,783
99,784
100,786
101,788
102,795
103,798
104,799
105,806
106,807
107,809
108,811
109,812
110,813
111,816
112,817
113,818
114,819
115,820
116,824
117,829
118,830
119,831
120,834
121,835
122,837
123,840
124,842
125,844
126,845
127,858
128,860
129,868
130,869
131,870
132,873
133,878
134,880
135,886
136,887
137,888
138,889
139,891
140,892
141,895
142,897
143,899
144,900
145,901
146,902
147,905
148,906
149,907
150,908
151,909
152,911
153,916
154,917
155,919
156,920
157,921
158,927
159,930
160,931
161,932
162,934
163,935
164,936
165,937
166,939
167,941
168,942
169,943
170,954
171,956
172,959
173,960
174,965
175,967
176,968
177,969
178,971
179,972
180,974
181,977
182,978
183,979
184,981
185,982
186,983
187,984
188,985
189,986
190,987
191,988
192,989
193,991
194,992
195,994
196,996
197,997
198,999
199,1002
200,1003
201,1004
202,1005
203,1006
204,1007
205,1010
206,1012
207,1013
208,1014
209,1016
210,1017
211,1018
212,1023
213,1025
214,1026
215,1027
216,1029
217,1030
218,1032
219,1034
220,1035
221,1038
222,1044
223,1045
224,1046
225,1047
226,1050
227,1052
228,1053
229,1056
230,1057
231,1058
232,1059
233,1060
234,1062
235,1063
236,1065
237,1066
238,1067
239,1068
240,1069
241,1070
242,1073
243,1074
244,1075
245,1076
246,1077
247,1078
248,1079
249,1080
250,1081
251,1082
252,1083
253,1085
254,1087
255,1089
256,1091
257,1092
258,1094
259,1095
260,1096
261,1099
262,1100
263,1101
264,1102
265,1103
266,1106
267,1107
268,1108
269,1109
270,1110
271,1111
272,1112
273,1113
274,1114
275,1115
276,1116
277,1117
278,1118
279,1119
280,1121
281,1122
282,1124
283,1125
284,1126
285,1127
286,1129
287,1130
288,1132
289,1134
290,1135
291,1136
292,1137
293,1139
294,1140
295,1141
296,1142
297,1143
298,1144
299,1146
300,1147
301,1148
302,1149
303,1150
304,1151
305,1155
306,1156
307,1157
308,1159
309,1160
310,1161
311,1162
312,1163
313,1164
314,1165
315,1166
316,1167
317,1168
318,1169
319,1170
320,1171
321,1172
322,1173
323,1174
324,1175
325,1176
326,1177
327,1178
328,1180
329,1181
330,1182
331,1183
332,1184
333,1185
334,1186
335,1187
336,1188
337,1189
338,1190
339,1191
340,1192
341,1193
342,1194
343,1195
344,1196
345,1197
346,1198
347,1199
348,1200
349,1201
350,1202
351,1203
352,1204
353,1206
354,1207
355,1208
356,1209
357,1210
358,1211
359,1212
360,1213
361,1214
362,1215
363,1216
364,1217
365,1218
366,1219
367,1220
368,1221
369,1222
