,x,z,y_rot,ind
0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0
2,-0.0008311229,0.00079636823,-0.3571167,0
3,-0.0018504136,0.003325211,-0.7172241,0
4,-0.0025052344,0.006639508,-1.0690308,0
5,0.0005989894,0.010631068,-1.4891357,0
6,0.0065938346,0.015929986,-2.3768005,0
7,0.021806452,0.019702284,-3.6541138,0
8,0.0401915,0.024904069,-4.4176025,0
9,0.0520861,0.029853119,-5.4158325,0
10,0.06397409,0.034163628,-6.4931946,0
11,0.0736321,0.03741312,-7.5430603,0
12,0.08837291,0.04170625,-8.365021,0
13,0.10640878,0.046530627,-9.064056,0
14,0.12558086,0.052590284,-9.667938,0
15,0.1469459,0.059928186,-10.129364,0
16,0.17171143,0.068084314,-10.321869,0
17,0.20352297,0.07911777,-10.42099,0
18,0.22585635,0.08973451,-10.273285,0
19,0.24671379,0.10036418,-10.017059,0
20,0.26530322,0.112840176,-9.739746,0
21,0.2728461,0.124653265,-9.537384,0
22,0.27034727,0.13704777,-9.294891,0
23,0.25932905,0.15159714,-8.971191,0
24,0.24172957,0.16154581,-8.899414,0
25,0.22038473,0.16859451,-8.852478,0
26,0.19701858,0.17405099,-8.779816,0
27,0.17264934,0.1784518,-8.672821,0
28,0.1481599,0.18193522,-8.544769,0
29,0.123958796,0.1847499,-8.40918,0
30,0.10059242,0.18688571,-8.253754,0
31,0.07826897,0.1884611,-8.104645,0
32,0.057409476,0.18932447,-7.9510193,0
33,0.037911538,0.18975765,-7.7964478,0
34,0.019877011,0.18978932,-7.6397705,0
35,0.0027389915,0.18952766,-7.4650574,0
36,-0.013237173,0.18874376,-7.350586,0
37,-0.027881647,0.18723863,-7.313385,0
38,-0.041719414,0.18542287,-7.3427734,0
39,-0.05489341,0.18304747,-7.386139,0
40,-0.06777352,0.18050714,-7.3923035,0
41,-0.08064775,0.17813502,-7.493286,0
42,-0.09429415,0.17616016,-7.6827087,0
43,-0.10959739,0.17496063,-7.9357605,0
44,-0.12241946,0.16955896,-6.7146606,0
45,-0.13236046,0.16717666,-5.4127502,0
46,-0.14353405,0.16405287,-4.5798035,0
47,-0.15903662,0.1583485,-5.050995,0
48,-0.1717197,0.1498094,-5.5849915,0
49,-0.1827336,0.13952197,-6.041626,0
50,-0.19448069,0.13031349,-6.0924377,0
51,-0.20554209,0.12137918,-5.922241,0
52,-0.21535733,0.11352686,-5.58136,0
53,-0.22159073,0.10708727,-5.1006775,0
54,-0.22631864,0.104755506,-4.603058,0
55,-0.22855616,0.10610148,-4.1576233,0
56,-0.22691393,0.111502394,-3.7818909,0
57,-0.2205904,0.12251845,-3.4865417,0
58,-0.2098799,0.13962531,-3.2208557,0
59,-0.19888441,0.1521814,-3.4521484,0
60,-0.18851183,0.16018939,-3.736969,0
61,-0.178797,0.16547215,-3.9934082,0
62,-0.16933233,0.16925478,-4.227417,0
63,-0.16022588,0.17498143,-4.5658875,0
64,-0.15134482,0.18437305,-4.8921814,0
