,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.7609795859013877,0.2589654286853498,-0.04415550141692859,0.06979809850086105,0.6985474377939971,0.5758351440220617,0.9408877965132525,-0.5686124081943862,-0.9939999623892901,0.861766240953866,-0.5830987841271982,0.23290107059348375,0.650587270715316,0.8277080242961763,-0.2658207817108982
1,0.15206259235781205,0.977843836653542,0.3405920176143886,-0.1959174213028323,0.36355476551290766,0.0742572087791471,-0.5259591536319201,0.5480416266959025,0.8318199931063863,-0.8410706782632213,-0.8909569746553203,-0.7959697886064774,-0.6577225668079378,-0.9414103227359207,-0.11961092125610628
2,0.05307486951322704,0.518986329515545,0.5757380174359554,-0.6918645807075892,0.7581766324017407,0.013512543988795311,-0.6816692825012085,0.550696298137411,0.22537873899013228,0.6363393679336582,-0.960949515806568,0.5107423280192418,-0.015038971327716588,0.6590958891229672,-0.3592606540576331
3,-0.1832398702320499,-0.2762569623476159,-0.8628449061626353,-0.49750552921239266,-0.5655472675452815,-0.3131298176609849,-0.06254757381667853,0.3789748888173008,-0.12041505158346255,0.33605821408570513,-0.7602357781019595,0.4095436977060185,-0.8874770555738571,0.5419976376883522,-0.8439863192037858
4,0.43794859882406323,0.9644136069323943,-0.8291629089071124,0.6402430890675741,0.029695075122036618,0.4745832745016172,0.09298799073707431,0.5146967736910042,0.37809375506314535,-0.5296503248926445,0.6995285482500877,0.7935532750333727,0.606156607775463,-0.7719820833633588,0.22576099933838578
5,-0.05402487129550959,0.46876939848684773,0.6376023110030367,0.8520775479536575,-0.38942960789907044,-0.16617001223892514,0.5867351624307071,-0.30157066910363195,-0.33428151732362954,0.16640238015384123,-0.5238924185994416,-0.24175812959094412,-0.17628979117082144,-0.8662801086864931,0.43585509616335516
6,-0.16659531165801789,0.4653723322216279,0.6376023110030367,0.8520775479536575,-0.38942960789907044,-0.1409940887059642,0.6720819894197299,-0.3102559082479013,-0.35741256927708887,0.16640238015384123,-0.47494267497074083,-0.24175812959094412,-0.17628979117082144,-0.8662801086864931,0.43585509616335516
7,-0.5721383318768629,0.4256277193657074,0.8419747517599305,-0.9004485608642234,-0.36251921605162063,-0.6728929298254622,0.13395906258239831,-0.15499931315030335,-0.5566637017607008,-0.2454946018899642,-0.7379768943357561,-0.24909967257573196,0.2574359801020334,-0.8397566924408575,-0.43451896017782277
8,-0.067843283213183,-0.47454285565092125,0.6492184632495763,-0.7395151855332582,0.6204076339904894,-0.5115665273744774,0.5642570564831377,0.5221184283639095,-0.2600445782038998,0.4289150594744937,0.6741739927927886,0.9940571023067897,0.9882707419322228,-0.12432051064116334,-0.7387122788342766
9,-0.7586912895383344,0.38806900951615875,-0.500450295767541,-0.9170901577338566,-0.01244934557716637,-0.7874472082993791,-0.22527742883283497,-0.7065868022139881,0.5231612843019162,-0.6898370404348471,-0.059314036129481496,-0.32112576314161845,0.2556557541627702,-0.44196835066525075,-0.5085512986838587
10,0.9616714174527075,0.06933370061704491,-0.14360559909724335,0.2936848633294997,0.3793104423190934,-0.3502810668156955,-0.4859365675786116,-0.6794438843288075,0.46000574093399726,0.9019170022111,0.5377149137272823,-0.43713187014529975,-0.28539667133391977,-0.11555336662664462,-0.6560313476630968
11,0.1945848643594872,0.977843836653542,0.3405920176143886,-0.1959174213028323,0.45169774337756863,0.0742572087791471,-0.5652876246768646,0.5480416266959025,0.8318199931063863,-0.844596970479226,-0.8909569746553203,-0.887949199051471,-0.8686222096625855,-0.9414103227359207,-0.2546679982813771
12,0.15206259235781205,0.977843836653542,0.3405920176143886,0.002597266064446213,0.3288225091319643,0.0742572087791471,-0.5259591536319201,0.5480416266959025,0.8161272342188512,-0.8410706782632213,-0.8909569746553203,-0.9243320736837768,-0.6577225668079378,-0.9414103227359207,-0.11961092125610628
13,0.020824923227452663,-0.16050662472978994,0.5563210115593462,0.6747755002526341,-0.8437403644135806,0.046613918858011694,0.5766660129655683,0.0952535262775851,0.3140252627280318,0.023634143889359915,0.5019705167078545,0.24456229286834352,-0.8041353939173153,-0.4027841701340169,-0.3514435536592362
14,-0.9439361244722366,0.31045433771944264,0.5740868129559868,-0.4447782315450677,-0.6680767578543318,-0.09751442901984042,-0.7516546000570419,0.7119104773546632,0.008071264663799704,-0.7206349625879669,0.8494289022845427,0.5255448403743441,0.43839930150551965,-0.3642423892857276,-0.1593267487790473
15,0.2468972040008539,-0.28289034018889936,0.026850400225173043,-0.7127325683214372,0.7799844879433413,-0.321799968873808,-0.8290455162369612,0.5987039964168235,0.413720994531634,0.9230193331545518,-0.58553107557948,-0.8595935900175549,0.18682006820673447,-0.007698682555287828,0.874328187638485
16,0.41275322745083654,0.8038062088599471,0.008231682574018073,0.03616489112481647,-0.7633743132790245,-0.460800831635102,-0.03003033202565053,-0.0688116863627255,-0.15048246971942536,0.40937922596519427,-0.7477957077828492,-0.26200001218801816,0.45554949898141506,-0.7667861483412011,-0.6997932389353225
17,-0.016601322044037747,0.4525407792849707,0.41704793800661544,-0.4421828768068634,0.2343286720211497,0.5716530261682717,-0.2879007857596245,0.05170016812292921,-0.20431003853771945,-0.7794162510634723,0.7128688126721332,0.5417283791582006,-0.9227998739843992,0.7122894441659544,0.3883877652966563
