Format Version,1.23,Take Name,1_linje1_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-05 03.09.08.132 P.M.,Capture Start Frame,11421711,Total Frames in Take,1814,Total Exported Frames,1814,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Qutee_2,Qutee_2,Qutee_2,Qutee_2,Qutee_2,Qutee_2
,ID,"7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,0.283371,-1.856472,0.459553,26.280540,12.153788,-34.085522
1,0.010000,0.317902,-1.788392,0.467539,26.285175,12.151594,-34.079857
2,0.020000,0.272105,-1.761845,0.529287,26.285379,12.150514,-34.081516
3,0.030000,0.285142,-1.843881,0.492710,26.280334,12.155384,-34.083149
4,0.040000,0.278758,-1.836421,0.519584,26.286421,12.151417,-34.086884
5,0.050000,0.303903,-1.763950,0.535505,26.287281,12.153742,-34.083858
6,0.060000,0.326649,-1.772168,0.535235,26.284943,12.156226,-34.082100
7,0.070000,0.257061,-1.860680,0.468522,26.279699,12.155035,-34.077599
8,0.080000,0.265723,-1.862754,0.481113,26.278738,12.153939,-34.077332
9,0.090000,0.232415,-1.752206,0.461500,26.291365,12.158328,-34.092556
10,0.100000,0.311006,-1.764354,0.499344,26.287090,12.155193,-34.081383
11,0.110000,0.212082,-1.854629,0.446757,26.284296,12.157694,-34.086903
12,0.120000,0.192395,-1.831123,0.486498,26.280025,12.150528,-34.083015
13,0.130000,0.316286,-1.751864,0.493673,26.286667,12.151202,-34.084965
14,0.140000,0.249399,-1.859553,0.490039,26.282640,12.157369,-34.084057
15,0.150000,0.245629,-1.849624,0.434266,26.279947,12.157108,-34.081387
16,0.160000,0.259160,-1.764377,0.509154,26.290142,12.153016,-34.086624
17,0.170000,0.269063,-1.850171,0.497089,26.276442,12.152445,-34.082222
18,0.180000,0.308937,-1.867965,0.487552,26.275175,12.153083,-34.078308
19,0.190000,0.312677,-1.761791,0.502615,26.288027,12.155432,-34.083755
20,0.200000,0.284196,-1.856975,0.456644,26.279062,12.157271,-34.080055
21,0.210000,0.293667,-1.861256,0.470191,26.279026,12.156424,-34.080589
22,0.220000,0.285319,-1.789493,0.442130,26.288641,12.154944,-34.087776
23,0.230000,0.204025,-1.846668,0.425122,26.282024,12.155100,-34.086578
24,0.240000,0.233729,-1.874632,0.423213,26.280499,12.155986,-34.082134
25,0.250000,0.300310,-1.769490,0.549966,26.283720,12.154813,-34.082047
26,0.260000,0.316781,-1.856468,0.529729,26.275879,12.155514,-34.078072
