,0
0,45
1,60
2,61
3,70
4,128
5,145
6,152
7,159
8,167
9,186
10,191
11,197
12,214
13,215
14,229
15,234
16,272
17,278
18,283
19,289
20,298
21,300
22,301
23,304
24,310
25,315
26,329
27,339
28,351
29,352
30,362
31,378
32,385
33,401
34,405
35,408
36,424
37,435
38,437
39,443
40,449
41,475
42,486
43,491
44,502
45,506
46,510
47,514
48,516
49,526
50,527
51,528
52,533
53,534
54,539
55,544
56,545
57,567
58,571
59,572
60,575
61,581
62,585
63,589
64,594
65,603
66,605
67,609
68,610
69,613
70,617
71,619
72,625
73,626
74,636
75,639
76,641
77,645
78,646
79,652
80,656
81,659
82,664
83,669
84,673
85,676
86,680
87,682
88,689
89,692
90,694
91,702
92,707
93,709
94,714
95,715
96,721
97,722
98,725
99,726
100,734
101,736
102,740
103,741
104,748
105,750
106,753
107,755
108,756
109,759
110,760
111,762
112,764
113,766
114,767
115,771
116,772
117,785
118,786
119,787
120,788
121,790
122,792
123,794
124,795
125,799
126,803
127,804
128,806
129,807
130,808
131,812
132,816
133,819
134,822
135,823
136,824
137,826
138,828
139,831
140,838
141,839
142,844
143,846
144,849
145,852
146,853
147,855
148,856
149,858
150,859
151,861
152,864
153,865
154,866
155,869
156,870
157,872
158,873
159,875
160,876
161,877
162,878
163,879
164,881
165,883
166,884
167,886
168,887
169,890
170,891
171,892
172,895
173,899
174,903
175,906
176,907
177,913
178,920
179,922
180,928
181,930
182,932
183,933
184,934
185,936
186,937
187,938
188,940
189,942
190,944
191,945
192,947
193,949
194,953
195,954
196,956
197,958
198,959
199,960
200,963
201,964
202,965
203,968
204,969
205,970
206,971
207,973
208,974
209,976
210,977
211,980
212,983
213,984
214,989
215,992
216,993
217,994
218,997
219,999
220,1003
221,1004
222,1005
223,1006
224,1007
225,1008
226,1011
227,1012
228,1013
229,1015
230,1017
231,1018
232,1020
233,1021
234,1022
235,1024
236,1025
237,1028
238,1029
239,1030
240,1031
241,1033
242,1035
243,1037
244,1040
245,1041
246,1042
247,1043
248,1045
249,1047
250,1048
251,1049
252,1050
253,1051
254,1052
255,1053
256,1054
257,1055
258,1056
259,1057
260,1061
261,1064
262,1065
263,1066
264,1068
265,1069
266,1070
267,1071
268,1072
269,1073
270,1074
271,1075
272,1076
273,1077
274,1078
275,1079
276,1080
277,1081
278,1082
279,1083
280,1085
281,1086
282,1087
283,1088
284,1090
285,1091
286,1092
287,1093
288,1094
289,1095
290,1096
291,1097
292,1098
293,1099
294,1100
295,1102
296,1103
297,1104
298,1105
299,1106
300,1108
301,1109
302,1110
303,1111
304,1112
305,1113
306,1114
307,1117
308,1118
309,1119
310,1120
311,1121
312,1122
313,1123
314,1124
315,1125
316,1126
317,1127
318,1128
319,1129
320,1130
321,1131
322,1132
323,1133
324,1134
325,1135
326,1136
327,1137
328,1138
329,1139
330,1140
331,1142
332,1143
333,1144
334,1145
335,1147
336,1148
337,1150
338,1151
339,1152
340,1153
341,1154
342,1155
343,1157
344,1158
345,1159
346,1161
347,1162
348,1163
349,1164
350,1165
351,1166
352,1167
353,1168
354,1169
355,1170
356,1171
