,0
0,98
1,99
2,113
3,119
4,148
5,152
6,153
7,171
8,180
9,184
10,187
11,190
12,199
13,213
14,218
15,223
16,226
17,238
18,240
19,241
20,249
21,254
22,256
23,258
24,260
25,261
26,263
27,264
28,268
29,270
30,280
31,283
32,285
33,291
34,292
35,295
36,297
37,299
38,302
39,306
40,308
41,310
42,313
43,314
44,316
45,317
46,321
47,326
48,328
49,329
50,331
51,332
52,333
53,335
54,336
55,337
56,338
57,342
58,344
59,346
60,348
61,349
62,350
63,351
64,354
65,358
66,362
67,364
68,366
69,370
70,374
71,376
72,378
73,381
74,382
75,384
76,387
77,388
78,393
79,395
80,397
81,398
82,399
83,400
84,403
85,405
86,406
87,409
88,410
89,411
90,412
91,416
92,417
93,420
94,421
95,422
96,423
97,427
98,428
99,430
100,431
101,432
102,433
103,434
104,435
105,436
106,437
107,438
108,439
109,441
110,442
111,443
112,444
113,445
114,446
115,447
116,448
117,449
118,450
119,451
120,452
121,453
122,454
123,455
124,456
125,457
126,458
127,460
128,461
129,462
130,463
131,464
132,465
133,466
134,467
135,468
