Format Version,1.23,Take Name,4_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-23 01.18.22.224 P.M.,Capture Start Frame,15230998,Total Frames in Take,1775,Total Exported Frames,1775,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Qutee,Qutee,Qutee,Qutee,Qutee,Qutee
,ID,"D0FDE0FE015E11EF8C9DA3D1AAC468C","D0FDE0FE015E11EF8C9DA3D1AAC468C","D0FDE0FE015E11EF8C9DA3D1AAC468C","D0FDE0FE015E11EF8C9DA3D1AAC468C","D0FDE0FE015E11EF8C9DA3D1AAC468C","D0FDE0FE015E11EF8C9DA3D1AAC468C"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,6.112838,-5.734027,-0.403260,-16.469894,12.533593,16.618433
1,0.010000,6.147124,-5.760338,-0.428182,-16.474291,12.527180,16.622942
2,0.020000,5.933300,-5.824326,-0.430855,-16.468622,12.510636,16.613228
3,0.030000,5.993271,-5.842611,-0.405423,-16.466934,12.512037,16.617416
4,0.040000,6.152610,-5.743515,-0.420141,-16.477591,12.524144,16.620506
5,0.050000,6.146808,-5.772174,-0.430130,-16.475374,12.527204,16.622049
6,0.060000,6.161399,-5.770857,-0.442496,-16.469967,12.531219,16.623283
7,0.070000,6.140081,-5.758753,-0.376722,-16.470375,12.528133,16.621496
8,0.080000,6.175918,-5.767566,-0.424324,-16.476105,12.526486,16.620478
9,0.090000,5.995366,-5.864295,-0.402335,-16.464842,12.516193,16.614290
10,0.100000,6.178381,-5.793592,-0.425435,-16.474203,12.525773,16.626181
11,0.110000,6.150979,-5.760662,-0.424294,-16.475000,12.527302,16.623711
12,0.120000,5.937037,-5.834783,-0.389042,-16.463228,12.516700,16.619093
13,0.130000,5.980085,-5.838548,-0.391850,-16.464138,12.514636,16.612524
14,0.140000,6.130667,-5.757445,-0.443053,-16.471920,12.529214,16.620653
15,0.150000,6.160511,-5.758846,-0.413515,-16.475510,12.523240,16.622978
16,0.160000,6.134460,-5.770679,-0.446039,-16.472847,12.529133,16.620850
17,0.170000,6.164155,-5.768658,-0.381668,-16.471861,12.530128,16.626112
18,0.180000,5.967390,-5.840477,-0.415289,-16.462984,12.516306,16.613113
19,0.190000,6.139666,-5.738925,-0.433113,-16.471245,12.529367,16.618080
20,0.200000,5.983150,-5.822055,-0.389932,-16.466499,12.511009,16.610062
21,0.210000,5.923685,-5.805206,-0.379356,-16.461727,12.518311,16.615082
22,0.220000,5.995281,-5.859949,-0.391993,-16.469597,12.509953,16.614616
23,0.230000,6.139264,-5.759000,-0.440787,-16.473513,12.525540,16.621685
24,0.240000,6.139237,-5.759024,-0.440784,-16.473509,12.525539,16.621689
25,0.250000,6.145094,-5.778241,-0.431273,-16.470098,12.529093,16.617788
26,0.260000,5.963768,-5.833045,-0.415061,-16.468147,12.514955,16.616255
27,0.270000,6.122026,-5.754027,-0.400995,-16.470491,12.529773,16.622602
28,0.280000,6.160466,-5.780162,-0.386722,-16.472294,12.530090,16.624491
29,0.290000,5.958063,-5.857569,-0.402063,-16.466118,12.513897,16.610729
30,0.300000,6.123854,-5.751485,-0.395590,-16.467508,12.532820,16.622086
31,0.310000,6.147152,-5.760316,-0.428185,-16.474293,12.527184,16.622938
32,0.320000,6.161200,-5.776686,-0.383884,-16.470089,12.529980,16.627945
33,0.330000,6.147634,-5.750690,-0.416990,-16.466837,12.528849,16.617826
34,0.340000,5.997372,-5.853277,-0.400034,-16.465338,12.512380,16.614780
35,0.350000,6.156044,-5.781621,-0.381936,-16.468042,12.533836,16.621050
36,0.360000,6.147124,-5.760338,-0.428182,-16.474291,12.527180,16.622942
37,0.370000,6.164855,-5.783648,-0.442843,-16.472679,12.527904,16.622282
38,0.380000,6.146174,-5.766677,-0.428309,-16.469095,12.528983,16.618664
39,0.390000,6.139321,-5.780580,-0.440814,-16.472263,12.529330,16.624319
40,0.400000,5.997378,-5.853277,-0.400026,-16.465340,12.512380,16.614779
41,0.410000,6.155766,-5.762522,-0.414076,-16.473299,12.527783,16.615873
42,0.420000,6.136122,-5.780156,-0.384720,-16.465530,12.530507,16.619133
43,0.430000,6.155327,-5.746131,-0.414388,-16.474182,12.524505,16.617468
44,0.440000,5.967756,-5.840640,-0.415911,-16.464422,12.512641,16.612610
45,0.450000,6.144307,-5.762418,-0.435379,-16.476484,12.524226,16.623112
