,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.14959495756285146,-0.6806036672100915,-0.0032176313850977856,0.6537664684197375,0.32065614257405284,0.04768083476928564,-0.32685395775500825,0.5333374412221068,-0.678750529512554,0.8648572556428527,-0.4499343800815976,-0.8663046789455946,0.04115776528683046,0.9652940710051392,-0.2656957314580173,0.6012025226440572,0.5377054163996628,0.567539991016575,0.7107832617555663,-0.6776706485000046,0.704898583149737,0.2355701910804453,0.13420188604289685,-0.7129028957099008,-0.4910246397630691,-0.5776485458626024
1,0.022170071075145792,0.2636435918107618,-0.3571707933637267,-0.9248608002963052,-0.3788522536797072,0.5524261950416016,0.0096673621785619,0.7788665376152124,0.4091903701566866,0.8628299470651042,0.8106506993035039,0.23930881519448333,0.2385120390296942,-0.5612449003393984,-0.7063674640993156,0.7187173306117396,-0.9372246446850754,0.953941492109583,0.2051817377117322,-0.8221778554324082,-0.45629818278373135,-0.6231842894919084,-0.4194998261905125,-0.5072254729950314,-0.04136557710564781,-0.8523180149016119
2,0.08136136725511145,0.16185123087961006,-0.18004896981231466,-0.4215186492819025,-0.9685300566883481,-0.4729227116998771,-0.23684326898507124,0.8309209562232964,0.5102230571868245,0.5235305801271146,-0.0894753381729414,0.17353043900004672,0.3050690419985431,-0.15841897779538394,0.595980606742017,0.287120256209191,-0.8543390219719371,0.06529136090413967,-0.13479399122922842,-0.75089805673261,-0.14178121243864084,0.9982447950075559,-0.6038056450899434,-0.80816841000552,-0.9096891105150327,-0.12360662272416345
3,0.9186195683970275,-0.9858054526741138,0.9945913304827536,-0.9785394155635292,-0.2788456801416792,-0.6242211667062452,0.9890420861499591,0.20299786778527307,0.40891130177527013,0.6921843393213869,0.44990987533809657,0.547818272181612,0.6991559450276421,-0.4580647519283725,0.0894850551336488,0.9597289297670195,0.9542476280041359,0.3274322116783095,-0.5574105737842983,-0.5089412447524775,-0.6254298486724574,0.399207827317253,0.6249875075643367,-0.010861373418682874,-0.8961404598268554,-0.4323027984998924
4,0.729014410548734,-0.21329987774178916,0.15159908812222156,0.794789229285545,-0.10145470224735109,-0.11217120332889774,0.23652123029253347,-0.2252724311821097,-0.2962207389859477,0.1807555089994488,-0.3111821808482509,0.3855860675353209,0.5996789821048796,-0.0616204304006267,-0.7088720311761652,-0.18445431793577183,0.7946036197996329,0.9044298186185762,-0.6919617613982179,0.9119797453879412,-0.6795427762109016,0.21741122423532344,-0.12818325439981293,-0.060682250477604116,0.0982561649781788,0.6051213449326129
5,0.347012471853682,0.9850260690507178,0.13978699928145089,-0.034494406628841734,0.08065724989976641,-0.9264903342549127,-0.1385939349434977,-0.5846274986334314,-0.09537516002992108,0.5514063173443471,0.4579085472080411,0.5676648718786637,-0.43017391177416964,-0.8731792022013607,-0.4637009376019543,0.5546873569729036,-0.3885319783928598,0.32275533398555445,0.8076419332153026,0.4407041034551915,0.40882101321181796,-0.738599120005716,0.8425700263899756,-0.8114707964081675,0.8070499308122985,0.4970522219747644
6,0.9575296218080476,0.8642155817415127,0.3560762710325114,-0.2965553010546653,-0.9194534401205674,0.8268863818589767,0.2170058517376643,-0.019007616302712194,-0.5305526974465802,0.662178215095317,0.7321869951178195,0.5167899665645848,0.2559610201954723,-0.1792463085164011,0.01370332206241498,-0.24364866824952114,0.9600650028390902,0.8226148950990433,-0.3864341085036702,0.6584696728698374,-0.6085186715352144,0.721585390684792,0.4151239085903282,0.7062746352938387,0.7289241268967215,-0.3165100995228922
7,0.7132527792497732,-0.37685179045504547,-0.6562322948698345,0.7783057210216093,0.0092516577201045,0.9977013936411181,0.46296325739464517,0.29091609069104707,0.6833606358248592,0.2528476539524134,0.32724098245264166,0.18851065412662504,0.6171310976554085,-0.25892583306611283,0.9149956753717832,0.5368512439859281,-0.9318120263086913,0.4520105297938408,0.40904783881945384,0.579907073041489,-0.4086276724176736,0.13525927634944757,0.03925002350107065,-0.1867968938702409,0.7297857837139587,0.8574721972241695
8,0.7553605936383818,-0.41688597964244445,0.12025618730990018,0.8187359650092385,-0.10145470224735109,-0.11217120332889774,0.23652123029253347,-0.23024817768106987,-0.2962207389859477,-0.07321606003763681,-0.2909525743265515,0.3855860675353209,0.39955589364043553,-0.0616204304006267,-0.7088720311761652,-0.18445431793577183,0.8089672302612976,0.9044298186185762,-0.8538308822945915,0.7746691354125161,-0.38110278871763414,0.1252557197198505,-0.12818325439981293,0.08248622290696273,0.0982561649781788,0.6051213449326129
9,0.5247028952456383,0.6197659733677814,0.6681975456905629,0.8092238789174264,-0.22441303092042664,-0.4602267320762867,0.9306467962333413,0.5183776011160572,0.2018834024167937,-0.7120605436146605,-0.1730218178007723,-0.6676625851548803,0.22567258024155445,0.5749039230365827,-0.5233926297860099,-0.41901158807420913,-0.01198522304399452,0.8358885857892093,-0.7121362959724138,0.4410915385940981,-0.5073152279817703,-0.5073444743254258,0.8198254330038632,-0.10573566768317444,-0.6911100758955693,0.40862453408798793
