,x,z,y_rot,ind
0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0
2,-0.0022848528,0.0042419704,0.46490243,0
3,-0.005631791,0.009340444,0.8941314,0
4,-0.008963563,0.014122218,1.2934414,0
5,-0.0120371785,0.01820966,1.6697273,0
6,-0.014807759,0.021787964,2.0027084,0
7,-0.01733812,0.024787528,2.312658,0
8,-0.019558664,0.027051449,2.5961182,0
9,-0.02125374,0.029972695,2.8658042,0
10,-0.022868603,0.032157216,3.1083353,0
11,-0.02508409,0.032511324,3.1802561,0
12,-0.03196899,0.037090167,3.4704278,0
13,-0.041165773,0.040600747,3.7430952,0
14,-0.05170724,0.04106021,4.027011,0
15,-0.06318861,0.03794289,4.4361935,0
16,-0.0737074,0.031042093,4.790092,0
17,-0.081306994,0.021578148,5.0630403,0
18,-0.08442997,0.011248649,5.3107324,0
19,-0.086376205,-0.00034369063,5.5490947,0
20,-0.08729497,-0.012412228,5.7886286,0
21,-0.087834276,-0.02441578,6.045083,0
22,-0.086567506,-0.036180552,6.2433825,0
23,-0.08379929,-0.047452487,6.549879,0
24,-0.079418175,-0.057074815,6.8494773,0
25,-0.07460816,-0.06491214,7.146838,0
26,-0.06872296,-0.0727844,7.369213,0
27,-0.06255659,-0.0784398,7.586853,0
28,-0.056139022,-0.08337112,7.7901187,0
29,-0.04982959,-0.08694262,7.985779,0
30,-0.043246847,-0.0898014,8.20702,0
31,-0.036437042,-0.09006091,8.407743,0
32,-0.029185891,-0.0880312,8.624161,0
33,-0.021870937,-0.08429921,8.875075,0
34,-0.015020842,-0.078621365,9.112019,0
35,-0.008309683,-0.070833884,9.378573,0
36,-0.0020956537,-0.061394915,9.595602,0
37,0.0042594294,-0.05077181,9.8133,0
38,0.012364535,-0.03910761,10.024778,0
39,0.01964212,-0.026519647,10.2475815,0
40,0.026763353,-0.014267632,10.388591,0
41,0.03594949,-0.0016400982,10.519686,0
42,0.04525365,0.010754172,10.659674,0
43,0.056299716,0.023258602,10.807823,0
44,0.06731409,0.037341084,10.985589,0
45,0.07902899,0.054113243,11.137425,0
46,0.09020561,0.07473053,11.261956,0
47,0.099746935,0.09933339,11.380782,0
48,0.10858371,0.12790407,11.479286,0
49,0.11564728,0.15893324,11.5260935,0
50,0.12080995,0.19353262,11.578865,0
51,0.124194145,0.23095948,11.602013,0
52,0.12558784,0.27068374,11.610211,0
53,0.124701425,0.31210172,11.615915,0
54,0.12219699,0.35427305,11.627357,0
55,0.11795558,0.39643094,11.6315,0
56,0.11272014,0.43743148,11.6135235,0
57,0.10606329,0.47723296,11.555681,0
58,0.09925744,0.51444775,11.529564,0
59,0.09123841,0.5502426,11.461513,0
60,0.082998656,0.5829056,11.439353,0
61,0.07368842,0.6153292,11.346868,0
62,0.06448644,0.64356226,11.316779,0
63,0.05446839,0.6687254,11.239127,0
64,0.04432318,0.69019675,11.160572,0
65,0.033620026,0.7088708,10.991686,0
66,0.023630194,0.72325563,10.845588,0
