,x,z,y_rot,ind
0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0
2,-0.00085510395,-9.065226e-06,-1.1731726e-05,0
3,-0.00247378,-4.4344553e-05,-6.64165e-05,0
4,-0.004506687,-4.3937125e-05,-0.0013379791,0
5,-0.0066006486,-2.4935143e-05,-0.0020632457,0
6,-0.008522799,-1.5805432e-05,-0.0035698065,0
7,-0.010147969,-1.7934331e-05,-0.0047891806,0
8,-0.011489669,-2.6763959e-05,-0.0054271147,0
9,-0.012555314,-4.0162005e-05,-0.005762808,0
10,-0.013370633,-5.578791e-05,-0.0059459135,0
11,-0.013762756,-2.6842288e-05,0.018803842,0
12,-0.011376657,-0.0074861734,0.27626893,0
13,-0.0061077382,0.015042761,0.6397618,0
14,-0.0029262248,0.014626563,0.58319384,0
15,-0.0016855374,0.013489291,0.7430638,0
16,-0.0009619966,0.01269588,0.85140246,0
17,-0.0010702759,0.011899411,0.87920976,0
18,-0.0015698802,0.011125302,0.8877268,0
19,-0.0022763088,0.0103122555,0.87253577,0
20,-0.0032725092,0.009848539,0.8641778,0
21,-0.0043463,0.009592687,0.8450811,0
22,-0.005434001,0.009542406,0.8206602,0
23,-0.006704144,0.009254915,0.7949217,0
24,-0.007889891,0.009073412,0.7781424,0
25,-0.009158126,0.009201109,0.7930106,0
26,-0.010062795,0.0093798395,0.76978207,0
27,-0.010586622,0.010046847,0.73910564,0
28,-0.01092687,0.0100776795,0.76640546,0
29,-0.011070155,0.010061297,0.7226646,0
30,-0.011340198,0.009712428,0.69561386,0
31,-0.0117034875,0.00968247,0.6535997,0
32,-0.011840631,0.010372783,0.686726,0
33,-0.012066653,0.010367366,0.692332,0
34,-0.0120638795,0.010243694,0.67793214,0
35,-0.012150654,0.010751035,0.70057446,0
36,-0.012080407,0.010707739,0.6994532,0
37,-0.011990225,0.010543153,0.6824713,0
38,-0.011882913,0.010316269,0.6777654,0
39,-0.011682722,0.010155657,0.6661339,0
40,-0.0113576995,0.010761384,0.68348825,0
41,-0.011063185,0.010806102,0.69394255,0
42,-0.010735384,0.0107714115,0.68326813,0
43,-0.010495354,0.010602594,0.6730563,0
44,-0.010279227,0.010552336,0.6710097,0
45,-0.01007161,0.011104655,0.68888795,0
46,-0.010023378,0.011120185,0.6937384,0
47,-0.010046551,0.011014656,0.6832172,0
48,-0.010130465,0.011525329,0.6897667,0
49,-0.0104622105,0.011385558,0.7036957,0
50,-0.010797526,0.0112144565,0.6925988,0
51,-0.0111253895,0.0109652635,0.69253886,0
52,-0.011347319,0.010674261,0.6374075,0
53,-0.011239903,0.010697675,0.6347412,0
54,-0.010893691,0.0111439405,0.5815449,0
55,-0.010298692,0.011112507,0.5626462,0
56,0.0077422922,0.0077891806,0.57640004,0
57,0.03430371,0.0077812215,0.7139831,0
58,0.058536954,0.007341479,0.90223205,0
59,0.08320836,0.010088916,1.1532605,0
60,0.1103457,0.011888088,1.1971397,0
61,0.13906458,0.0167922,1.080809,0
