,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,-0.01623804473450563,0.31676310131544283,0.04070644052830352,0.5654139654055752,0.8497494866748652,-0.5525210481544389,-0.897686596856136,0.46511753148399193,0.4071289898284709,0.11150505980308245,0.9864768746264878,0.6386771948831387,-0.7420749424342121,0.8140241905914318,0.8430853020208073,-0.3449431868532704,-0.47184361907016226,0.4108428615937014,0.926484747010446,-0.8485661991516349,0.41448162672056155,-0.17539141402186442,-0.43114748498873046,-0.5843723669728798,0.1547113429391347,0.749386441918048,-0.14001381817130532,0.29224856988236314,0.6713144882248281,-0.4019957424433924
1,0.43160315750119205,0.8262752118134684,0.9879484298519656,-0.1524196896812693,0.5535759279140651,-0.31973902021386524,-0.10038448481911533,0.7917778520178806,0.1255439472131592,0.7568834028018225,-0.6309093638749943,-0.20261850705678608,0.41012021795194054,0.9188779566342102,0.8123343717815805,0.9861934850828407,-0.9540733566852797,0.008519364174200517,0.15013102780514265,0.7988550019564737,-0.04944295454372161,0.9470430194079449,-0.8153388437883562,-0.9810537446801975,-0.4966296209012784,0.04895143844461969,-0.4422661044496521,0.5529838325316709,0.04761162008360409,-0.8756367137097854
2,0.3625706972618823,0.9169725952512213,0.08903339271254085,0.9823509891011504,-0.7158167211913564,0.7327738997247708,-0.37580081658222775,0.3849290520218911,0.5384877091442901,0.8554708309160404,-0.7963022745134729,-0.04277297825013804,0.6960219517153523,0.5749212125447178,0.9706152099792469,0.33314965939486485,0.4441067499718001,0.15336455421684358,-0.07881726200171824,0.8663264016535543,0.0677330672788885,0.25046256836987957,-0.9755486878775479,-0.20347589581503622,-0.15572589097462242,0.04814760061877732,-0.07888827880114668,0.08127302784825186,-0.8777409209358182,0.4046980088813885
3,0.5073520245253795,0.5940203727280404,0.5625001334863498,0.49203303769010187,0.10264863293516924,-0.3315747781231979,0.9594440974140555,0.30789681034056504,0.8925621944069098,0.7437703985127504,-0.4519766450131304,-0.6817220166878002,-0.23566587961170304,-0.18089757286062125,0.8112037113320856,-0.4417376444581411,0.21157201030754336,-0.16396195188859664,-0.08966011096054305,-0.18588526244810644,0.27851076273517705,-0.22725087914911501,-0.4817615437731646,0.06293730966589606,-0.3218067578905328,0.420684599162479,0.12400140441532237,0.4209801916035576,-0.27577092730971176,0.10156657083590193
4,0.6281040574664938,0.43351288112002506,0.4469789972811664,-0.0631425203474727,0.2129684006016781,-0.23003976703032558,-0.7431547819622177,0.12352125472181363,0.5352804382375371,0.20370335332584744,-0.6978902143714407,-0.45757838178441324,-0.48844348973836493,-0.997280565985508,-0.14025600848705855,0.4925030815014728,0.4851492073340289,-0.8781795257908813,-0.26571549092722324,-0.7142210367816393,-0.7984665342742783,-0.12992720251141465,-0.8767193469771117,0.2112283932842145,-0.30977112072958124,-0.5801182678339534,0.9048820552001011,-0.6188012999449717,0.8759681824116663,-0.5173995280965582
5,-0.6494011100536767,0.9773533034694948,-0.20404214829780565,0.038755015807498294,-0.8551311874550034,0.5369236825763175,0.590320373014533,0.002009120898332828,0.6960678586538986,0.5546068057259592,-0.5001693575114874,0.35584549870291315,0.2167294571485212,-0.0797159490466417,-0.9675064757564866,-0.0417148789274866,0.15904497767774872,0.7190802043998878,0.24368233679680595,-0.806853289625961,0.21823341670860907,0.5685767056744382,0.7817113224306427,-0.8581142409166758,-0.8357940115339211,0.38421779364513897,0.1069139485694297,0.09101292488860091,0.4102235508601513,0.7166848152401735
6,-0.34064804724314124,-0.06235361660680305,0.8782726679578474,-0.31195652520969297,-0.047557952038093765,-0.6683425524122202,-0.41759583186916727,-0.8495397209356856,0.09503713220399446,-0.13932052737913114,-0.22072410684251187,-0.663033900191347,-0.9937713701168323,0.02934326485225336,0.06697284799496273,0.31918146582844,0.4265946823224007,0.14638291597625952,-0.40682014467627203,-0.12632047114194478,-0.16084330371475697,0.3074161989528621,0.1787168068167695,0.08376298971547258,0.1430124491224991,0.18499862585162652,0.5778291548873136,-0.4180256727234879,-0.1983673917297193,0.7863647917829921
7,-0.295115145695817,0.17358688093113916,-0.5885415895005974,-0.2251845609470413,-0.08881603845925401,-0.3889069329414607,-0.47578609682564754,0.034560859903131735,0.8764705995673483,-0.5794367001022029,0.33750649169516933,0.15788815616699647,-0.38400537242783384,0.9708017064332639,-0.35139767386719467,0.06452007020193351,-0.2934649361547246,0.2330869988038422,-0.9249930474846622,0.8050505021314702,-0.3703247639618048,0.3076008382653024,0.9485904164256804,-0.7954169687974535,0.7126192112856098,-0.3784814860957595,0.6451726775699125,-0.6777687109714863,-0.29592162723340176,0.7893386353394947
8,-0.22372642216411331,0.8942530334369905,-0.8182591372340313,0.5047443992617355,-0.24629391966907388,0.1131750537533125,-0.19386576746910067,0.021797633159715835,-0.925578099545725,0.08031480023541238,0.63189794046288,0.623203433347657,-0.5933070082537264,0.21439952970755716,0.6161712281054572,-0.17727229873978279,-0.6010274666233302,0.840352610128686,-0.1562113516846555,-0.29424640583693007,0.8287552619715088,-0.35803159931158146,0.7141084119872938,0.9945357347676327,-0.09695352775801047,-0.7626429893194151,0.9333947825159579,-0.4959660843570355,0.5184924122477015,-0.34470007150167326
9,0.8817728885647615,0.5348677817881728,0.42034929034733737,0.12437154672657602,0.27706958834047457,0.08151101011048945,0.7480804806427361,0.41947766828092137,0.6411967122836457,-0.2136821148331287,-0.9331570222989143,0.7691099327250714,0.36016016118156724,0.2571198763813114,0.22943799359490824,0.8003844269644458,-0.7383530321528924,0.7725479618223259,0.08310608122413576,0.5400617104409173,0.8042330460901443,-0.08042946696567888,-0.6948456942292698,0.5095890664579279,-0.12914804898306143,0.5938934664832192,0.6497544897421821,0.9590131886872448,0.6124259977214574,-0.6430907682509863
