Format Version,1.23,Take Name,102_004,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-23 12.12.54.609 P.M.,Capture Start Frame,14838365,Total Frames in Take,1729,Total Exported Frames,1729,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Qutee,Qutee,Qutee,Qutee,Qutee,Qutee
,ID,"D113A30015711EF8C9DA3D1AAC468C","D113A30015711EF8C9DA3D1AAC468C","D113A30015711EF8C9DA3D1AAC468C","D113A30015711EF8C9DA3D1AAC468C","D113A30015711EF8C9DA3D1AAC468C","D113A30015711EF8C9DA3D1AAC468C"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,-0.396503,1.204682,-0.454844,-16.076408,12.493527,16.383904
1,0.010000,-0.341201,1.191248,-0.425800,-16.075922,12.496387,16.385773
2,0.020000,-0.346493,1.172641,-0.447206,-16.072510,12.491841,16.384377
3,0.030000,-0.325680,1.172465,-0.457354,-16.075340,12.487570,16.388861
4,0.040000,-0.384915,1.167740,-0.441386,-16.074188,12.490827,16.383684
5,0.050000,-0.355671,1.175573,-0.442773,-16.073099,12.490513,16.384878
6,0.060000,-0.205362,1.222555,-0.387344,-16.080563,12.488502,16.394714
7,0.070000,-0.367622,1.190825,-0.436554,-16.072290,12.493170,16.385077
8,0.080000,-0.344875,1.172853,-0.458364,-16.077515,12.488589,16.387781
9,0.090000,-0.250849,1.286956,-0.399287,-16.078339,12.521522,16.395735
10,0.100000,-0.374086,1.211601,-0.505882,-16.076826,12.490365,16.383892
11,0.110000,-0.294604,1.208877,-0.427540,-16.075497,12.497499,16.390511
12,0.120000,-0.369536,1.179814,-0.422043,-16.075756,12.491463,16.382746
13,0.130000,-0.360700,1.164939,-0.473238,-16.076391,12.489897,16.385550
14,0.140000,-0.300947,1.189594,-0.382276,-16.075788,12.494283,16.386179
15,0.150000,-0.379388,1.197075,-0.462179,-16.074848,12.492920,16.385321
16,0.160000,-0.295312,1.163835,-0.456681,-16.076206,12.490712,16.389557
17,0.170000,-0.331746,1.195508,-0.380469,-16.076773,12.492455,16.385469
18,0.180000,-1.044763,0.963607,-0.338750,-16.056795,12.441664,16.340773
19,0.190000,-0.364807,1.179762,-0.468040,-16.072872,12.490937,16.385990
20,0.200000,-0.343380,1.199299,-0.406449,-16.076391,12.492779,16.386446
21,0.210000,-0.358331,1.167093,-0.455337,-16.073961,12.492458,16.384476
22,0.220000,-0.459851,1.164100,-0.419190,-16.074789,12.485904,16.381443
23,0.230000,-0.326062,1.189389,-0.402376,-16.078550,12.491159,16.386002
24,0.240000,-0.438870,1.187293,-0.396986,-16.076784,12.489611,16.383286
25,0.250000,-0.364448,1.162156,-0.475527,-16.074493,12.489397,16.385845
26,0.260000,-0.456715,1.169461,-0.434125,-16.073786,12.485877,16.382500
27,0.270000,-0.419307,1.167340,-0.414339,-16.075209,12.488970,16.381872
28,0.280000,-0.456718,1.169464,-0.434125,-16.073784,12.485878,16.382500
29,0.290000,-0.459866,1.164095,-0.419187,-16.074787,12.485903,16.381441
30,0.300000,-0.259115,1.251727,-0.431116,-16.082926,12.517233,16.400707
31,0.310000,-0.410944,1.190011,-0.438176,-16.078848,12.483137,16.382912
32,0.320000,-0.315831,1.196554,-0.390974,-16.075378,12.492464,16.387182
33,0.330000,-1.047723,0.972536,-0.318295,-16.055185,12.442869,16.340416
34,0.340000,-0.349905,1.169657,-0.465362,-16.074919,12.489193,16.385403
35,0.350000,-0.359194,1.176876,-0.454440,-16.073929,12.491446,16.385464
36,0.360000,-0.907508,1.107825,-0.404347,-16.062517,12.454818,16.356417
37,0.370000,-0.402809,1.188776,-0.445149,-16.080114,12.486024,16.382484
38,0.380000,-0.029327,1.263512,-0.253348,-16.091984,12.544243,16.419748
39,0.390000,,,,,,
40,0.400000,,,,,,
41,0.410000,,,,,,
42,0.420000,,,,,,
43,0.430000,,,,,,
44,0.440000,,,,,,
45,0.450000,,,,,,
46,0.460000,,,,,,
47,0.470000,,,,,,
48,0.480000,,,,,,
49,0.490000,,,,,,
50,0.500000,,,,,,
51,0.510000,-0.897985,1.095009,-0.407565,-16.066809,12.452736,16.353891
52,0.520000,-0.368660,1.170126,-0.465398,-16.077223,12.490209,16.384325
53,0.530000,-0.397458,1.195489,-0.409038,-16.075537,12.488993,16.387167
54,0.540000,-0.362839,1.193349,-0.435162,-16.074207,12.493660,16.384892
55,0.550000,-0.382959,1.173487,-0.436850,-16.078167,12.484794,16.387314
56,0.560000,-0.383845,1.190197,-0.425745,-16.073673,12.493174,16.383398
57,0.570000,-0.355627,1.174959,-0.416766,-16.075460,12.488031,16.387499
58,0.580000,-0.330381,1.190332,-0.414285,-16.079332,12.492098,16.386559
59,0.590000,-0.331713,1.195521,-0.380470,-16.076773,12.492456,16.385473
60,0.600000,-0.363155,1.181086,-0.429205,-16.076834,12.493101,16.381916
61,0.610000,-0.381318,1.186031,-0.386124,-16.077103,12.491105,16.385296
62,0.620000,-0.355671,1.175573,-0.442773,-16.073099,12.490513,16.384878
63,0.630000,-0.882089,1.123698,-0.426916,-16.065275,12.448934,16.357508
64,0.640000,-0.369515,1.179820,-0.422044,-16.075756,12.491464,16.382746
65,0.650000,-0.378438,1.181230,-0.449182,-16.079088,12.485168,16.387869
66,0.660000,-0.366796,1.167377,-0.415568,-16.074308,12.487286,16.387360
67,0.670000,-0.435576,1.165841,-0.390890,-16.072304,12.489538,16.381243
68,0.680000,-0.405015,1.176913,-0.439325,-16.074957,12.486082,16.387999
69,0.690000,-0.416041,1.209102,-0.346855,-16.077702,12.489852,16.381718
70,0.700000,-0.420962,1.182492,-0.415055,-16.077305,12.492182,16.384226
71,0.710000,-0.406514,1.186511,-0.472250,-16.081507,12.482991,16.384100
72,0.720000,-0.358372,1.186139,-0.385288,-16.074894,12.490289,16.386574
73,0.730000,-0.377497,1.175065,-0.417291,-16.077700,12.488922,16.386274
74,0.740000,-0.428741,1.164141,-0.427558,-16.073851,12.487882,16.382235
75,0.750000,-0.350875,1.194898,-0.569212,-16.077761,12.486885,16.386864
76,0.760000,-0.390433,1.191497,-0.451007,-16.077360,12.483271,16.384815
77,0.770000,-0.387919,1.182159,-0.438188,-16.072721,12.489797,16.382269
78,0.780000,-0.414590,1.262760,-0.676572,-16.072369,12.464881,16.374783
79,0.790000,-0.406834,1.176451,-0.416357,-16.072826,12.491425,16.383883
80,0.800000,-0.312787,1.185339,-0.422636,-16.075935,12.490201,16.388102
81,0.810000,-0.386523,1.184667,-0.424789,-16.079151,12.487646,16.387169
82,0.820000,-0.398464,1.187948,-0.458125,-16.082645,12.482562,16.383297
83,0.830000,-0.384003,1.279413,-0.677552,-16.068983,12.468755,16.374844
84,0.840000,-0.413155,1.237293,-0.720935,-16.069704,12.464976,16.373079
85,0.850000,-0.361064,1.175026,-0.414428,-16.070690,12.493296,16.383287
86,0.860000,-0.410208,1.207196,-0.450017,-16.078205,12.483296,16.382462
87,0.870000,-0.901637,1.102664,-0.412155,-16.066105,12.450523,16.356567
88,0.880000,-0.301639,1.191706,-0.459537,-16.080004,12.490516,16.385323
89,0.890000,-0.234645,1.249352,-0.410423,-16.080828,12.519147,16.399982
90,0.900000,0.041951,1.342620,-0.442309,-16.088261,12.527345,16.416796
91,0.910000,,,,,,
92,0.920000,,,,,,
93,0.930000,,,,,,
94,0.940000,,,,,,
95,0.950000,,,,,,
96,0.960000,,,,,,
97,0.970000,,,,,,
98,0.980000,,,,,,
99,0.990000,,,,,,
100,1.000000,-0.463386,1.174919,-0.388301,-16.074165,12.488065,16.380461
101,1.010000,-0.087339,1.326128,-0.252071,-16.091839,12.544510,16.421757
102,1.020000,,,,,,
103,1.030000,,,,,,
104,1.040000,,,,,,
105,1.050000,,,,,,
106,1.060000,,,,,,
107,1.070000,,,,,,
108,1.080000,,,,,,
109,1.090000,,,,,,
110,1.100000,,,,,,
111,1.110000,,,,,,
112,1.120000,,,,,,
113,1.130000,,,,,,
114,1.140000,-0.341586,1.181169,-0.469472,-16.074656,12.489569,16.381886
115,1.150000,-0.447939,1.186658,-0.469835,-16.076929,12.483891,16.380602
116,1.160000,-0.388006,1.190040,-0.412029,-16.075569,12.492514,16.380022
117,1.170000,-0.359637,1.252723,-0.683999,-16.072174,12.468670,16.374897
118,1.180000,-0.250434,1.297363,-0.371805,-16.080013,12.522210,16.396721
119,1.190000,-0.425960,1.172509,-0.392065,-16.073374,12.490200,16.381308
120,1.200000,-0.299694,1.189592,-0.449847,-16.077351,12.489174,16.385056
121,1.210000,-0.330003,1.177987,-0.462895,-16.075920,12.494313,16.388041
122,1.220000,-0.349199,1.214647,-0.362464,-16.075129,12.493366,16.383209
123,1.230000,-0.316014,1.199829,-0.400912,-16.078098,12.493878,16.387543
124,1.240000,-0.343364,1.180562,-0.402291,-16.073015,12.494627,16.382940
125,1.250000,-0.282971,1.293241,-0.396164,-16.080471,12.520554,16.397886
126,1.260000,-0.323849,1.189934,-0.469378,-16.080158,12.486190,16.384939
127,1.270000,-0.437584,1.167702,-0.402957,-16.073162,12.490541,16.381887
128,1.280000,-0.358069,1.203092,-0.471250,-16.072968,12.491334,16.381071
129,1.290000,-0.450205,1.173618,-0.496994,-16.079485,12.482779,16.381035
130,1.300000,-0.349905,1.169657,-0.465362,-16.074919,12.489193,16.385403
131,1.310000,-0.291139,1.191191,-0.404145,-16.075172,12.495166,16.388369
132,1.320000,-0.447594,1.178633,-0.488190,-16.080673,12.483705,16.380638
133,1.330000,-0.335491,1.175042,-0.410123,-16.072260,12.494281,16.384233
134,1.340000,-0.405102,1.177894,-0.484277,-16.074476,12.486371,16.382879
135,1.350000,-0.298515,1.181331,-0.391028,-16.073118,12.493436,16.387621
136,1.360000,-0.381571,1.179943,-0.397287,-16.074669,12.492502,16.381878
137,1.370000,-0.228737,1.287609,-0.360593,-16.078142,12.522366,16.396065
138,1.380000,-0.386016,1.184600,-0.405011,-16.077557,12.487045,16.386375
139,1.390000,-0.277380,1.185253,-0.479534,-16.079531,12.488257,16.386911
140,1.400000,-0.404532,1.174506,-0.404415,-16.071957,12.490427,16.383244
141,1.410000,-0.360315,1.188670,-0.491115,-16.074934,12.488610,16.383501
142,1.420000,-0.455407,1.156644,-0.412883,-16.074331,12.487294,16.380484
143,1.430000,-0.360317,1.188668,-0.491117,-16.074934,12.488608,16.383501
144,1.440000,-0.360540,1.193723,-0.409793,-16.076595,12.491366,16.387621
145,1.450000,-0.724418,0.946206,-0.297474,-16.063892,12.463286,16.359173
146,1.460000,-0.392699,1.245039,-0.688268,-16.069040,12.468427,16.371626
147,1.470000,-0.369719,1.178513,-0.384141,-16.073734,12.489527,16.386431
148,1.480000,-0.822219,1.146757,-0.672759,-16.059797,12.433107,16.350157
149,1.490000,-0.335866,1.196587,-0.392406,-16.077562,12.493404,16.386040
150,1.500000,-0.434805,1.183591,-0.412584,-16.075655,12.489982,16.383003
151,1.510000,-0.457268,1.172580,-0.423060,-16.076916,12.487914,16.381720
152,1.520000,-0.363973,1.181548,-0.450376,-16.077253,12.484959,16.385170
153,1.530000,-0.375957,1.188048,-0.478999,-16.076454,12.488699,16.381815
154,1.540000,-0.420301,1.242069,-0.697119,-16.068026,12.466246,16.372595
155,1.550000,-0.265556,1.291358,-0.379310,-16.083649,12.519143,16.398767
156,1.560000,-0.356087,1.190911,-0.489284,-16.076866,12.489109,16.383295
157,1.570000,-0.338079,1.174403,-0.424225,-16.074791,12.493309,16.383448
158,1.580000,-0.427588,1.174638,-0.404216,-16.074251,12.491224,16.381969
159,1.590000,-0.403678,1.197498,-0.451905,-16.079716,12.483618,16.383720
160,1.600000,-0.378455,1.187019,-0.411757,-16.074795,12.493700,16.382820
161,1.610000,-0.448336,1.191970,-0.414798,-16.077433,12.490492,16.383860
162,1.620000,-0.358398,1.202993,-0.392984,-16.077997,12.491940,16.385538
163,1.630000,-0.286220,1.190504,-0.392438,-16.074404,12.494249,16.387833
164,1.640000,-0.374653,1.176048,-0.442940,-16.075397,12.491510,16.383793
165,1.650000,-0.425548,1.187140,-0.419528,-16.077011,12.490710,16.385607
