,0
0,68
1,75
2,128
3,139
4,193
5,199
6,245
7,254
8,261
9,268
10,278
11,281
12,286
13,293
14,295
15,305
16,314
17,321
18,322
19,323
20,325
21,343
22,346
23,355
24,361
25,372
26,387
27,400
28,405
29,410
30,414
31,415
32,431
33,442
34,451
35,461
36,473
37,492
38,504
39,507
40,522
41,535
42,537
43,538
44,540
45,552
46,562
47,563
48,566
49,573
50,580
51,586
52,594
53,595
54,596
55,598
56,621
57,623
58,631
59,634
60,639
61,643
62,646
63,649
64,651
65,654
66,658
67,663
68,667
69,675
70,677
71,687
72,688
73,689
74,694
75,696
76,697
77,699
78,702
79,705
80,710
81,711
82,712
83,713
84,714
85,719
86,720
87,725
88,727
89,739
90,742
91,743
92,745
93,746
94,750
95,753
96,754
97,756
98,760
99,766
100,767
101,771
102,777
103,778
104,782
105,786
106,787
107,788
108,789
109,790
110,795
111,798
112,800
113,807
114,809
115,812
116,814
117,815
118,821
119,822
120,823
121,824
122,826
123,827
124,828
125,829
126,831
127,833
128,835
129,838
130,839
131,842
132,843
133,845
134,846
135,850
136,852
137,858
138,860
139,861
140,863
141,865
142,869
143,871
144,872
145,874
146,878
147,879
148,880
149,884
150,887
151,890
152,894
153,897
154,899
155,901
156,902
157,903
158,913
159,914
160,916
161,918
162,919
163,923
164,924
165,925
166,926
167,930
168,931
169,932
170,933
171,936
172,937
173,941
174,942
175,947
176,951
177,952
178,953
179,957
180,959
181,960
182,961
183,962
184,967
185,971
186,972
187,975
188,976
189,977
190,980
191,981
192,983
193,984
194,985
195,986
196,989
197,991
198,993
199,994
200,998
201,999
202,1001
203,1002
204,1004
205,1005
206,1006
207,1007
208,1008
209,1011
210,1015
211,1018
212,1021
213,1024
214,1026
215,1027
216,1031
217,1034
218,1039
219,1042
220,1043
221,1044
222,1045
223,1046
224,1047
225,1048
226,1049
227,1050
228,1051
229,1054
230,1055
231,1057
232,1058
233,1059
234,1061
235,1064
236,1068
237,1071
238,1072
239,1073
240,1075
241,1076
242,1077
243,1078
244,1079
245,1083
246,1084
247,1086
248,1087
249,1088
250,1089
251,1091
252,1092
253,1093
254,1094
255,1095
256,1096
257,1098
258,1099
259,1100
260,1101
261,1102
262,1103
263,1104
264,1105
265,1108
266,1109
267,1110
268,1111
269,1112
270,1113
271,1115
272,1116
273,1117
274,1118
275,1119
276,1120
277,1121
278,1122
279,1123
280,1124
281,1125
282,1127
283,1128
284,1129
285,1130
286,1132
287,1133
288,1134
289,1135
290,1136
291,1137
292,1138
293,1139
294,1140
295,1142
296,1143
297,1145
298,1146
299,1147
300,1148
301,1149
302,1150
303,1151
304,1152
305,1153
306,1154
307,1155
308,1156
309,1157
310,1158
311,1159
312,1160
313,1161
314,1163
315,1164
316,1165
317,1166
318,1167
319,1168
320,1169
321,1170
322,1171
323,1172
324,1173
325,1174
326,1175
327,1176
328,1177
329,1178
330,1179
331,1180
332,1181
333,1182
334,1183
335,1185
336,1186
337,1187
338,1188
339,1190
340,1191
341,1192
342,1193
343,1194
344,1195
345,1196
346,1197
347,1198
348,1199
349,1200
350,1201
351,1202
352,1203
353,1204
354,1205
355,1206
356,1207
357,1208
358,1209
359,1210
360,1211
361,1212
362,1213
363,1214
364,1215
365,1216
366,1217
367,1218
368,1219
369,1220
370,1221
371,1222
