,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,,,,,,,0.714656745062934,0.5875279320610893,0.999547614902258,0.7264522340562609,0.8195040808783637,,0.870432874891493,0.7170447455512152,0.5409523857964409,,0.5106271531846789,,,
1,,,,,0.838458506266276,,0.9601742400063409,0.9403706550598144,0.9407511446211073,0.8272926754421658,0.5734479692247179,0.7907622867160373,0.8179938422309028,0.8166311899820964,0.8955117755466038,0.9782914055718316,,,0.789766354031033,
2,,,0.9692366679509481,,0.9924195289611817,0.9868037329779731,0.9832787725660536,0.9943367554081811,0.9444387700822618,0.9944595012399885,0.8280584653218588,0.6955397288004557,0.9422412130567762,0.8584815131293403,0.9815142843458388,0.7791027492947049,,,,
3,,,0.7743140538533528,0.7382936053805881,0.9120545705159505,0.9850796580314636,0.9963899907138613,0.9710439205169678,0.9907400806744894,0.9245069715711806,0.9774933709038629,0.9116780810885959,0.9868424654006958,0.8363781823052301,0.9920649303330316,0.8746231185065375,0.9615633540683323,0.8829268985324435,0.9556839068730673,0.96586611005995
4,0.8824191093444824,0.7152169545491536,0.5555589040120443,0.9156606356302897,0.9809818201594882,0.9974344645937284,0.9898946437570784,0.9901093343893687,0.9621711863411797,0.9607182794147068,0.9979962878757053,0.9782740063137478,0.9916892634497748,0.9523941993713378,0.9766112963358561,0.9315658251444499,0.9855340586768256,0.9931496746010251,,
5,,,0.9826451818148295,0.9489705403645833,0.8873225212097168,0.9723396301269531,0.9814405083656311,0.9728782600826688,0.9847142431471083,0.9974689617753029,0.996267663107978,0.9901479171382056,0.996456159485711,0.9885266621907552,0.992989096376631,0.9585656695895725,0.9947772949934006,0.9610059208340115,0.9515480359395345,
6,,0.9593297004699707,0.9524706310696072,0.9772448168860541,0.9916914092169867,0.9813708199395074,0.999762937757704,0.9946566687689887,0.9946574317084418,0.9911851465702057,0.9859704123602973,0.9812997685538398,0.9851725154452854,0.9970519244670868,0.9922038283612993,0.9731444385316637,0.9928072002198961,0.9892478624979655,0.9900393115149604,0.8879375563727485
7,,0.4890591939290364,0.6678842332628039,0.9720284144083658,0.9844213591681586,0.9688450707329644,0.9848421043819852,0.9928367124663459,0.9987571292453342,0.9982527441448635,0.999780000001192,0.9984008683098687,0.9812658376163906,0.9910140461391873,0.9968338383568658,0.9943168653382195,0.9046599917941623,0.9859629975424873,0.8542380226982964,0.9643782244788276
8,,0.9975063621997833,0.9567259417639838,0.9998320857683818,0.992195553249783,0.9866195890638564,0.9947469446394178,0.9983234296242396,0.9988478793038262,0.999430349138048,0.9994740804036458,0.9998546567228105,0.9871725585725573,0.9885519358846876,0.9741991043090821,0.9649931112925212,0.9801647146542867,0.9756089740329319,0.9681945164998372,0.8083367241753472
9,0.8999977323744032,0.7026528888278537,0.979240768485599,0.993179808722602,0.9655385096867879,0.9836236172252231,0.9973855571614372,0.9961894684367709,0.9975506360332171,0.9992731518215603,0.9999629396531317,0.9969052311446932,0.9943165262540181,0.9860833287239075,0.9709964222378201,0.9761055257585314,0.9528973685370551,0.9683697144190471,0.9834066576427883,
10,,0.9973611831665039,0.9473563936021593,0.9899357047345904,0.9756197293599447,0.9969222810533311,0.9938708967632718,0.9950079573525323,0.9948611110448837,0.9997689973976877,0.9997853755950927,0.9983300714029206,0.9975333637661404,0.9972377816836039,0.9940417806307474,0.992792671918869,0.9887259562810262,0.972561412387424,0.9461177402072483,
11,,0.8876820458306207,0.9996222502655453,0.9999095704820421,0.985018789768219,0.9546929253472223,0.9527326795789931,0.9991165214114719,0.9991151796446907,0.9959415886137221,0.9988391818271742,0.99851848979791,0.9985513581169976,0.99837859471639,0.9934167173173692,0.9878755463494195,0.9953270630704032,0.940958833694458,0.9108537038167318,
12,0.9691553168826633,0.9432189517550998,0.9963692665100098,0.9674043443467882,0.9854175673590766,0.9806611564424302,0.962815194659763,0.9982894155714247,0.998474184009764,0.9990062157313029,0.9926683677567376,0.9924075093534258,0.9670567830403646,0.9908670239978367,0.9879009061389499,0.9919509251912435,0.9938602063390943,0.96460579501258,0.8519359906514485,0.6333496517605252
13,0.9195594045850966,0.8068324406941731,0.8254670884874131,0.9754388809204102,0.8477394421895346,0.9917410002814399,0.9627433988783095,0.9977483686473635,0.9993926445643108,0.9912432544761234,0.9912810219658745,0.9962795469495985,0.949765576256646,0.9755981869167751,0.9900888178083632,0.9968760215573841,0.9553268432617188,0.9963658803039127,0.97843716012107,
14,0.7874441358778211,0.9452281951904297,0.8836675855848524,0.9608072492811415,0.8063878377278646,0.9003061612447103,0.9772050248252021,0.9809046480390761,0.9915264977349175,0.9988468600644006,0.9911742442184024,0.9305775430467393,0.9714781787660387,0.9918686019049751,0.990068570110533,0.937517155541314,0.8840575324164497,0.997434918085734,0.9169927755991618,
15,,0.9495671802096897,0.8389552222357856,0.7180083380805121,0.886680104997423,0.9903631952073839,0.9927810774909125,0.9915381921662225,0.9982310288482242,0.9868104166454739,0.929248301188151,0.9555685811572605,0.9802771700753106,0.8217417187160916,0.9761369625727335,0.8720525741577149,0.9250262578328451,,,
16,,0.6429240332709418,0.793569310506185,0.8807376967536078,0.9694155163235134,0.9977064568135473,0.9973395029703777,0.9984691434436375,0.9985933588610755,0.99866165055169,0.9714272869957818,0.9839343203438653,0.8830816798739963,0.8411957634819879,0.9962389283710056,0.9255116409725613,0.9022291289435492,0.9887030747201707,,
17,,0.8121384514702691,0.7945204840766059,0.7691933737860785,0.9681629048453437,0.9938497589694129,0.9915633022785186,0.9924245509836409,0.998154780599806,0.9927329513761732,0.9434552192687988,0.9767360978656345,0.9070947011311848,0.7098073959350586,0.79707703060574,0.748153199089898,0.9599599361419677,,,
18,,0.7123169157240126,,0.9543619473775228,0.8865254508124457,0.9058335092332628,0.8813650131225585,0.9842130806710985,0.9495485623677572,0.9913225306404961,0.9850666602452596,0.9398056242201064,0.9260474310980903,0.448004404703776,0.4455089992947049,,,,,
19,,,,,,0.9210815376705593,0.9900791909959581,,0.976947013537089,0.9273143768310547,0.8869507259792752,0.9121305889553494,0.832099723815918,0.6294000413682725,0.6878712124294705,,0.485586929321289,,,
