,x,z,y_rot,ind
0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0
2,0.007820775,0.005901547,-0.12756348,0
3,0.017804453,0.014277235,-0.16635132,0
4,0.028016051,0.02334926,-0.12741089,0
5,0.037454206,0.031773925,-0.044525146,0
6,0.04560212,0.03938118,0.051513672,0
7,0.052282788,0.04599554,0.15325673,0
8,0.057092905,0.051846858,0.24869321,0
9,0.0583993,0.056493226,0.4665592,0
10,0.05631634,0.059304915,0.81755793,0
11,0.050911978,0.061602194,1.3034048,0
12,0.042378567,0.062116876,1.9385967,0
13,0.031073797,0.0598431,2.7214298,0
14,0.017441403,0.054699562,3.6310031,0
15,0.0022521075,0.046523824,4.5445166,0
16,-0.013853088,0.036010087,5.3585873,0
17,-0.027776148,0.02244198,6.0765557,0
18,-0.04115989,0.0065426524,6.770736,0
19,-0.055582196,-0.012247711,7.51439,0
20,-0.07192322,-0.03311048,8.302215,0
21,-0.089247316,-0.05468031,9.118826,0
22,-0.106991455,-0.07587092,9.809275,0
23,-0.12449529,-0.095276795,10.302084,0
24,-0.14209166,-0.11165577,10.594903,0
25,-0.15861762,-0.12515311,10.737145,0
26,-0.17495969,-0.13471873,10.8576355,0
27,-0.19047984,-0.14275195,10.927715,0
28,-0.20682944,-0.14889222,10.877201,0
29,-0.22512046,-0.15433559,10.976065,0
30,-0.24850497,-0.16003744,11.1083975,0
31,-0.2722671,-0.16412494,11.024745,0
32,-0.2950438,-0.16649878,10.92843,0
33,-0.31723022,-0.16792707,10.7162075,0
34,-0.33855107,-0.16771118,10.487651,0
35,-0.35938805,-0.16648689,10.131202,0
36,-0.37883568,-0.16573845,9.738283,0
37,-0.39649293,-0.16610473,9.32745,0
38,-0.41217178,-0.16918714,8.952725,0
39,-0.426156,-0.17468162,8.638431,0
40,-0.43893057,-0.18142709,8.414157,0
41,-0.45093578,-0.18804602,8.312934,0
42,-0.46254468,-0.19383411,8.2972145,0
43,-0.47436184,-0.1990232,8.243855,0
44,-0.48699534,-0.20409463,8.022699,0
45,-0.50281775,-0.20951708,7.6660457,0
46,-0.51916313,-0.21302766,7.0030146,0
47,-0.53196937,-0.20993525,6.523929,0
48,-0.5402479,-0.19985923,5.909749,0
49,-0.5444391,-0.18514004,5.227022,0
50,-0.54364073,-0.16812722,4.6467886,0
51,-0.5474783,-0.15102194,3.7775788,0
52,-0.55920726,-0.13196681,3.0137033,0
53,-0.5745889,-0.10992694,2.3145363,0
54,-0.5924779,-0.08502376,1.6789706,0
55,-0.61195797,-0.058028802,1.1119686,0
56,-0.6310946,-0.029454261,0.6561779,0
57,-0.64867735,-0.0042192996,0.23973975,0
58,-0.66511256,0.018549325,0.029480666,0
59,-0.68074393,0.035576593,-0.04189995,0
60,-0.6959792,0.05159862,0.013336867,0
61,-0.7151497,0.06554025,0.2518654,0
62,-0.73147583,0.0774525,0.5948734,0
63,-0.7495692,0.086512394,0.9303457,0
64,-0.773241,0.09521383,1.3223417,0
