,x,z,y_rot,ind
0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0
2,-0.006084262,0.007409674,-0.8795471,0
3,-0.0140792625,0.015778484,-1.6766052,0
4,-0.02300584,0.023989078,-2.396576,0
5,-0.032059744,0.031315453,-3.0440063,0
6,-0.040950082,0.037549958,-3.6204224,0
7,-0.04971179,0.04255648,-4.1560974,0
8,-0.058285236,0.046384342,-4.631073,0
9,-0.066591814,0.04897335,-5.0603027,0
10,-0.07489342,0.050369367,-5.411377,0
11,-0.08433175,0.05061378,-5.3074036,0
12,-0.08971992,0.048998013,-5.4082947,0
13,-0.08985495,0.041973326,-5.8699646,0
14,-0.098957375,0.032746576,-6.666809,0
15,-0.10485425,0.017878108,-7.9471436,0
16,-0.1081208,0.0013859384,-9.27005,0
17,-0.11124421,-0.013613153,-10.619232,0
18,-0.1209051,-0.02900144,-11.177948,0
19,-0.12672018,-0.04028812,-12.477112,0
20,-0.13285136,-0.048400972,-13.859253,0
21,-0.13803497,-0.053147774,-14.942932,0
22,-0.14152046,-0.05552811,-15.706177,0
23,-0.14457266,-0.05557624,-16.236572,0
24,-0.1454005,-0.054321725,-16.681213,0
25,-0.14579457,-0.051859323,-16.98169,0
26,-0.1457558,-0.04830371,-17.183075,0
27,-0.14638828,-0.043603234,-17.372894,0
28,-0.14650933,-0.038362287,-17.529297,0
29,-0.14764316,-0.0319637,-17.6958,0
30,-0.14877817,-0.024860715,-17.839722,0
31,-0.15019858,-0.01698201,-17.980865,0
32,-0.15184785,-0.008279141,-18.111267,0
33,-0.15329912,0.0012076497,-18.210114,0
34,-0.15404296,0.01138417,-18.271912,0
35,-0.15421252,0.02217571,-18.308075,0
36,-0.15386063,0.033531316,-18.343506,0
37,-0.15453862,0.046095487,-18.380707,0
38,-0.15355913,0.058548164,-18.44574,0
39,-0.15392588,0.072005905,-18.541412,0
40,-0.1520239,0.08292854,-18.556763,0
41,-0.1524593,0.092325926,-18.530243,0
42,-0.15486844,0.099412054,-18.528809,0
43,-0.15884775,0.10523124,-18.593811,0
44,-0.16524991,0.110290065,-18.432129,0
45,-0.17353621,0.11545203,-18.11203,0
46,-0.18357912,0.12048511,-17.57782,0
47,-0.1951606,0.12514876,-16.918213,0
48,-0.20785217,0.12937228,-16.1781,0
49,-0.22145228,0.13315025,-15.371948,0
50,-0.23591326,0.13654473,-14.353638,0
51,-0.24474803,0.14158799,-13.118591,0
52,-0.23223327,0.14539047,-12.453033,0
53,-0.21322533,0.14331263,-12.029602,0
54,-0.18850997,0.13966107,-11.830353,0
55,-0.16665798,0.13160841,-12.843964,0
56,-0.16009831,0.12569878,-13.516846,0
57,-0.15948436,0.11752239,-14.171875,0
58,-0.16112119,0.10720742,-14.121796,0
59,-0.1659346,0.09907153,-14.092468,0
60,-0.16935539,0.09055278,-13.702179,0
61,-0.17116635,0.07881411,-13.612976,0
62,-0.16933587,0.06276281,-13.765686,0
63,-0.16674937,0.044641122,-13.998962,0
