Format Version,1.23,Take Name,Z_S_B_1_linje1_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-05 01.50.11.569 P.M.,Capture Start Frame,10948214,Total Frames in Take,1896,Total Exported Frames,1896,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Qutee_2,Qutee_2,Qutee_2,Qutee_2,Qutee_2,Qutee_2
,ID,"7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C","7F61FF91F33811EE8C9DA3D1AAC458C"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
0,0.000000,0.091227,-2.022229,0.870037,29.260689,12.092363,19.289089
1,0.010000,0.150432,-1.985697,0.852090,29.260502,12.095532,19.294231
2,0.020000,0.027911,-2.008873,0.782612,29.259800,12.100590,19.283993
3,0.030000,0.111527,-1.997213,0.874146,29.257980,12.090912,19.284883
4,0.040000,0.109627,-2.003279,0.774870,29.255966,12.102435,19.288305
5,0.050000,-0.032148,-1.981543,0.533862,29.280163,12.084609,19.279167
6,0.060000,-0.052304,-1.992084,0.490941,29.278643,12.079037,19.272760
7,0.070000,0.109121,-2.017414,0.765713,29.258808,12.101669,19.286112
8,0.080000,0.182691,-1.986570,0.861079,29.260809,12.095158,19.289497
9,0.090000,-0.073665,-2.041517,0.542712,29.279196,12.082605,19.270472
10,0.100000,0.021722,-2.060108,0.772285,29.259809,12.096363,19.283207
11,0.110000,-0.076951,-2.036535,0.521394,29.279667,12.082095,19.272907
12,0.120000,-0.040166,-2.022862,0.486261,29.279671,12.083029,19.268618
13,0.130000,0.211182,-1.995155,0.879614,29.261786,12.097345,19.287357
14,0.140000,0.113551,-2.014930,0.711206,29.259762,12.102313,19.286760
15,0.150000,0.000122,-1.952106,0.619538,29.279167,12.072749,19.273195
16,0.160000,0.014856,-2.011028,0.742935,29.256403,12.093397,19.284761
17,0.170000,0.019937,-2.011308,0.769310,29.257328,12.096342,19.286852
18,0.180000,0.006083,-1.981903,0.589228,29.275614,12.077626,19.282242
19,0.190000,0.136374,-1.991198,0.908482,29.262775,12.088816,19.287575
20,0.200000,0.072719,-1.969083,0.587948,29.274118,12.081927,19.274946
21,0.210000,0.052484,-1.996352,0.586156,29.277864,12.080127,19.280001
22,0.220000,0.063051,-2.017858,0.739610,29.262287,12.097777,19.281767
23,0.230000,-0.008637,-1.959160,0.597252,29.275295,12.078244,19.283644
24,0.240000,-0.022942,-2.006722,0.621471,29.279316,12.076203,19.275494
25,0.250000,-0.024934,-1.973590,0.452521,29.280762,12.088564,19.274061
26,0.260000,-0.116858,-1.999763,0.504627,29.277426,12.081157,19.277140
