,0
0,95
1,125
2,150
3,176
4,181
5,193
6,202
7,207
8,227
9,236
10,264
11,288
12,291
13,292
14,305
15,349
16,392
17,405
18,408
19,410
20,411
21,420
22,425
23,433
24,453
25,459
26,461
27,468
28,477
29,479
30,485
31,490
32,492
33,494
34,495
35,496
36,497
37,507
38,527
39,535
40,537
41,552
42,554
43,558
44,560
45,562
46,563
47,565
48,566
49,576
50,578
51,589
52,592
53,594
54,605
55,611
56,617
57,619
58,632
59,637
60,645
61,655
62,656
63,658
64,661
65,664
66,670
67,674
68,675
69,677
70,678
71,680
72,681
73,684
74,685
75,689
76,691
77,692
78,695
79,696
80,700
81,706
82,707
83,712
84,715
85,716
86,720
87,722
88,723
89,725
90,726
91,728
92,729
93,731
94,734
95,738
96,744
97,745
98,747
99,750
100,751
101,752
102,753
103,755
104,760
105,762
106,763
107,764
108,765
109,766
110,769
111,770
112,773
113,774
114,782
115,783
116,785
117,787
118,799
119,800
120,803
121,806
122,809
123,811
124,813
125,814
126,815
127,816
128,822
129,823
130,825
131,826
132,829
133,831
134,832
135,834
136,836
137,837
138,839
139,847
140,848
141,850
142,851
143,853
144,857
145,858
146,859
147,860
148,861
149,865
150,866
151,871
152,872
153,876
154,877
155,879
156,882
157,883
158,886
159,887
160,888
161,889
162,890
163,893
164,896
165,897
166,898
167,900
168,901
169,902
170,903
171,905
172,906
173,907
174,909
175,910
176,912
177,913
178,914
179,915
180,916
181,918
182,923
183,924
184,926
185,927
186,928
187,929
188,932
189,934
190,935
191,936
192,938
193,940
194,941
195,942
196,943
197,945
198,948
199,949
200,951
201,952
202,956
203,957
204,958
205,959
206,960
207,961
208,962
209,963
210,964
211,965
212,966
213,967
214,968
215,969
216,972
217,974
218,975
219,976
220,977
221,979
222,980
223,981
224,982
225,983
226,984
227,985
228,986
229,987
230,988
231,989
232,990
233,991
234,993
235,994
236,995
237,996
238,998
239,999
240,1000
241,1001
242,1002
243,1003
244,1004
245,1005
246,1006
247,1007
248,1008
249,1010
250,1011
251,1012
252,1013
253,1014
254,1017
255,1018
256,1019
257,1020
258,1021
259,1022
260,1023
261,1024
262,1025
263,1026
264,1027
265,1028
266,1029
267,1030
268,1031
269,1033
270,1034
271,1036
272,1037
273,1038
274,1039
275,1040
276,1041
277,1042
278,1045
279,1046
280,1047
281,1049
282,1050
283,1051
284,1052
285,1053
286,1054
287,1055
288,1056
289,1057
290,1058
291,1059
292,1060
293,1061
294,1062
295,1063
296,1064
297,1065
298,1066
299,1067
300,1068
301,1069
302,1070
303,1071
304,1072
305,1073
306,1074
307,1075
308,1076
