,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.7856030080790355,0.9845358472462133,-0.2535389679933806,-0.529493254144761,0.40864488901830365,-0.4879832223241367,0.6020904404259015,-0.1328332705824673,0.5470576103834865,-0.6455153866421892,0.27675465257445486,-0.40576528079849195,0.9304760626336075,0.9357853910311464,0.3057669517546706,0.8272836588981367,0.2966218581071578,0.03942504332357055,-0.39352398755059514,-0.7117109002297803,-0.7440779895427985,-0.33352383679850095,0.9371530445794012,0.41581634163382186,-0.06487119722085799
1,0.4001566879441356,0.5666713859419636,-0.05994493469164808,0.01008857962537002,0.8342550455509641,0.9366340226038326,0.6412264818492779,0.24232733288067854,-0.25236130101102994,-0.6290911089760227,0.2509241815188097,-0.6885667237095814,-0.7721417305259655,0.24799193631876681,-0.280078529935623,-0.9646386819130137,0.7658888542030435,0.2387509708692539,-0.8647792496101954,0.2618787918912988,0.9937385470624118,-0.6752543213009172,-0.5916828039316715,-0.6963158250801091,-0.49888059715753363
2,0.6147570395210833,-0.3025734385594052,0.11867252065868183,0.1833469463331947,0.7831291978410697,-0.8686841855733289,-0.6345934719986424,-0.8239972391856647,0.9353697952510025,0.07493530294002038,-0.48760775247626587,0.6271324051831266,-0.87000882737113,-0.8238020911674477,0.49480521339651506,0.1862134082324065,-0.7387633919883325,0.4217820449125005,0.5559988671709533,-0.36773381542307226,-0.11269673565181915,0.0012652812339484232,0.47398243824224773,-0.5057917796826441,-0.21945169602908754
3,-0.3497611295208001,-0.8156978205461436,-0.598963840004094,-0.4070071664154482,-0.6004295747113717,-0.27516443095459,-0.06939464468605427,0.6606896506290423,0.260674574205197,-0.49551968199700513,-0.2699722261719735,0.7442620878372717,-0.44423400474096764,-0.5640958126428413,0.8803523225287517,0.7187234318863169,-0.8136990660785519,-0.3884678969289801,0.10983994131462671,0.9750760691711302,0.805492134580452,0.9120908801823551,0.8325806936199873,-0.4678223892435571,-0.7233205989932292
4,0.7035181878044534,-0.7965259095346795,-0.11540311288178784,-0.9381180046192619,0.3392246408052233,-0.24914059373235964,-0.19635897142934966,0.5112785127721586,-0.26375646138098796,-0.658261702451967,0.7340492891562276,-0.30375998615773603,0.1587571845483171,0.6381915922637824,0.9403919340574911,0.07711501164006074,-0.1971446686240197,-0.8890745206287667,0.19098122960135533,-0.8823429789354922,-0.10677020186109942,-0.33924484778587294,-0.32436254069049353,0.1098995286967206,0.9586475823118417
5,0.15323851722855286,0.8418343942504007,-0.9401373607850001,0.8422696034019732,0.2238906128321947,-0.8664626479866759,-0.49780105263248564,0.19763934215121992,-0.2174556019426035,-0.020377259692596184,-0.8886209365202256,-0.27923152166443965,-0.32126406127673435,0.6050122557279356,-0.3633005543345229,-0.1874762619522301,-0.1631781829835408,0.5739682559974344,-0.32914062280723866,-0.6274561061751698,0.8925284690184139,0.7717673453422578,0.21154713437124428,-0.7892736308530746,0.6749217355517962
6,0.9395027510290228,-0.5098277161992288,0.3271749537462769,0.4511787995702259,0.11877267250809975,0.15431714254630213,-0.09076725598598534,-0.3708484901768563,-0.34051838553077673,-0.042062511637823485,-0.0640635648813932,0.9377777608378359,-0.25581987374312787,-0.11989577037298682,-0.5540564097857426,0.9315646515534368,-0.43924432824878656,0.21849190694146103,-0.5185009214540395,0.7603508825474881,0.8795864727692932,-0.9392743112608635,0.5673976272978565,-0.13485521308562531,-0.7451015480224072
7,0.050304089711516786,-0.4286699072924647,-0.3441381656878362,-0.20544074050413275,0.9587765062310596,-0.7089988395420319,-0.002342689965295186,-0.2675705933556316,0.518916992689193,-0.5749258747450505,-0.5039996994184901,-0.673203421627059,0.31955624342992217,-0.9761928969383009,0.706182240998277,-0.528760666567067,0.30324140450120773,0.9862326608689729,-0.6986568432598972,0.8939035789149874,-0.3655021563992067,-0.2874662452660812,0.8452432155721845,0.21747979278704377,0.08429245945714792
8,0.5655130815027773,0.4845340983246036,0.4388054801120149,-0.16682495232786443,0.884266997682613,0.8471558364670331,-0.7939049709397648,0.8519490927808078,0.33727100356122497,0.762859752353533,-0.6460127999123622,0.41162608188794536,-0.21565449761385458,-0.35452788175883065,0.6622101219127898,-0.015635085787380154,0.3978703619094468,-0.4237840841152145,-0.9473171150793882,0.3963580820850401,0.21380223714019908,-0.4140116193395933,-0.6773508354896036,0.20573391002835373,0.9857829940119807
9,-0.21917684270107451,0.822679574163607,0.6868152841777988,-0.9336992090293061,0.6344392221899964,0.37699339955676914,-0.11879800166421695,-0.21605502362316975,0.7686404514348222,-0.9003784276409612,-0.11604550056744656,-0.4448953650309564,-0.29778270828468845,0.66371420998664,0.23100773722691215,-0.8206930687981524,0.41294369339534254,-0.8244090837441176,-0.7101512426050074,-0.9574624940432568,0.6051556758439882,0.08001264134883468,-0.31958808239159686,-0.6564190317931922,0.9061423112098703
